Library,"Borrower zipcode","Checkouts + renewals"
"Atchison Public Library",0,125
"Atchison Public Library",64440,15
"Atchison Public Library",64484,35
"Atchison Public Library",64506,27
"Atchison Public Library",-,19
"Atchison Public Library",66002,4849
"Atchison Public Library",66008,48
"Atchison Public Library",66016,78
"Atchison Public Library",66017,3
"Atchison Public Library",66020,37
"Atchison Public Library",66023,40
"Atchison Public Library",66035,5
"Atchison Public Library",66041,85
"Atchison Public Library",66048,20
"Atchison Public Library",66053,5
"Atchison Public Library",66058,1
"Atchison Public Library",66097,16
"Atchison Public Library",66111,6
"Atchison Public Library",66205,3
"Atchison Public Library",66413,3
"Atchison Public Library",66424,39
"Atchison Public Library",66439,10
"Atchison Public Library",66512,2
"Atchison Public Library",66607,19
"Atchison Public Library",67212,3
"Baldwin City Public Library",0,72
"Baldwin City Public Library",66006,2281
"Baldwin City Public Library",66025,130
"Baldwin City Public Library",66030,5
"Baldwin City Public Library",66044,28
"Baldwin City Public Library",66046,2
"Baldwin City Public Library",66047,7
"Baldwin City Public Library",66049,14
"Baldwin City Public Library",66050,2
"Baldwin City Public Library",66067,19
"Baldwin City Public Library",66086,4
"Baldwin City Public Library",66092,133
"Baldwin City Public Library",66214,4
"Baldwin City Public Library",66503,4
"Baldwin City Public Library",66524,50
"Baldwin City Public Library",-,4
"Basehor Community Library",0,253
"Basehor Community Library",-,1
"Basehor Community Library",66007,5190
"Basehor Community Library",66012,784
"Basehor Community Library",66020,1
"Basehor Community Library",66043,303
"Basehor Community Library",66044,46
"Basehor Community Library",66046,16
"Basehor Community Library",66047,6
"Basehor Community Library",66048,547
"Basehor Community Library",66049,1
"Basehor Community Library",66052,28
"Basehor Community Library",66054,41
"Basehor Community Library",66086,1147
"Basehor Community Library",66102,4
"Basehor Community Library",66109,910
"Basehor Community Library",66111,67
"Basehor Community Library",66112,12
"Basehor Community Library",66212,9
"Basehor Community Library",66215,2
"Basehor Community Library",66218,38
"Basehor Community Library",66220,1
"Basehor Community Library",66226,6
"Basehor Community Library",66227,9
"Bern Community Library",66408,79
"Bern Community Library",66534,6
"Bonner Springs City Library",0,439
"Bonner Springs City Library",66007,84
"Bonner Springs City Library",66012,3333
"Bonner Springs City Library",66025,1
"Bonner Springs City Library",66032,1
"Bonner Springs City Library",66043,119
"Bonner Springs City Library",66044,2
"Bonner Springs City Library",66048,47
"Bonner Springs City Library",66049,3
"Bonner Springs City Library",66050,11
"Bonner Springs City Library",66052,95
"Bonner Springs City Library",66053,4
"Bonner Springs City Library",66062,6
"Bonner Springs City Library",66073,3
"Bonner Springs City Library",66075,3
"Bonner Springs City Library",66086,66
"Bonner Springs City Library",66092,1
"Bonner Springs City Library",66102,18
"Bonner Springs City Library",66104,6
"Bonner Springs City Library",66106,2
"Bonner Springs City Library",66109,723
"Bonner Springs City Library",66111,529
"Bonner Springs City Library",66112,23
"Bonner Springs City Library",66113,91
"Bonner Springs City Library",66202,1
"Bonner Springs City Library",66208,3
"Bonner Springs City Library",66213,13
"Bonner Springs City Library",66215,2
"Bonner Springs City Library",66216,21
"Bonner Springs City Library",66218,307
"Bonner Springs City Library",66220,1
"Bonner Springs City Library",66226,162
"Bonner Springs City Library",66227,20
"Bonner Springs City Library",66439,2
"Bonner Springs City Library",66451,1
"Bonner Springs City Library",66502,6
"Bonner Springs City Library",66521,1
"Bonner Springs City Library",66547,3
"Bonner Springs City Library",66720,1
"Bonner Springs City Library",66748,1
"Bonner Springs City Library",66801,2
"Bonner Springs City Library",66839,1
"Bonner Springs City Library",66935,1
"Bonner Springs City Library",67005,1
"Bonner Springs City Library",67037,1
"Bonner Springs City Library",67063,1
"Bonner Springs City Library",67152,1
"Bonner Springs City Library",67154,1
"Bonner Springs City Library",67156,2
"Bonner Springs City Library",67219,1
"Bonner Springs City Library",67301,1
"Bonner Springs City Library",67401,1
"Bonner Springs City Library",67410,1
"Bonner Springs City Library",67420,1
"Bonner Springs City Library",67439,2
"Bonner Springs City Library",67456,2
"Bonner Springs City Library",67460,1
"Bonner Springs City Library",67558,1
"Bonner Springs City Library",67579,6
"Bonner Springs City Library",67654,1
"Bonner Springs City Library",67701,1
"Bonner Springs City Library",67735,2
"Bonner Springs City Library",67752,1
"Bonner Springs City Library",67831,1
"Bonner Springs City Library",67835,1
"Bonner Springs City Library",67846,1
"Bonner Springs City Library",67860,1
"Bonner Springs City Library",67865,1
"Bonner Springs City Library",-,8
"Burlingame Community Library",0,22
"Burlingame Community Library",66413,709
"Burlingame Community Library",66414,17
"Burlingame Community Library",66523,9
"Burlingame Community Library",66537,5
"Burlingame Community Library",66833,6
"Carbondale City Library",66409,6
"Carbondale City Library",66413,8
"Carbondale City Library",66414,392
"Carbondale City Library",66523,21
"Carbondale City Library",66524,10
"Carbondale City Library",66537,132
"Carbondale City Library",66543,2
"Carbondale City Library",66546,76
"Carbondale City Library",66619,23
"Centralia Community Library",66415,256
"Centralia Community Library",66521,1
"Centralia Community Library",66538,8
"Centralia Community Library",66544,5
"Corning City Library",66417,17
"Corning City Library",66428,5
"Corning City Library",66540,2
"Doniphan County Library - Elwood",64505,4
"Doniphan County Library - Elwood",66024,89
"Doniphan County Library - Elwood",66035,2
"Doniphan County Library - Elwood",66087,19
"Doniphan County Library - Elwood",66090,25
"Doniphan County Library - Highland",0,4
"Doniphan County Library - Highland",66017,24
"Doniphan County Library - Highland",66035,393
"Doniphan County Library - Highland",66087,28
"Doniphan County Library - Highland",66094,1
"Doniphan County Library - Highland",66434,5
"Doniphan County Library - Highland",66550,7
"Doniphan County Library - Troy",,2
"Doniphan County Library - Troy",64485,12
"Doniphan County Library - Troy",66002,12
"Doniphan County Library - Troy",66008,27
"Doniphan County Library - Troy",66017,7
"Doniphan County Library - Troy",66035,37
"Doniphan County Library - Troy",66087,513
"Doniphan County Library - Troy",66090,85
"Doniphan County Library - Troy",66415,1
"Doniphan County Library - Wathena",66002,4
"Doniphan County Library - Wathena",66024,2
"Doniphan County Library - Wathena",66087,73
"Doniphan County Library - Wathena",66090,465
"Effingham Community Library",0,10
"Effingham Community Library",66023,192
"Effingham Community Library",66058,5
"Effingham Community Library",66088,4
"Effingham Community Library",66439,1
"Eudora Community Library",0,34
"Eudora Community Library",66018,85
"Eudora Community Library",66021,5
"Eudora Community Library",66025,1564
"Eudora Community Library",66044,59
"Eudora Community Library",66046,20
"Eudora Community Library",66047,103
"Eudora Community Library",66052,40
"Eudora Community Library",66106,8
"Eudora Community Library",66202,17
"Everest, Barnes Reading Room",66041,8
"Everest, Barnes Reading Room",66424,309
"Everest, Barnes Reading Room",66439,28
"Hiawatha, Morrill Public Library",,8
"Hiawatha, Morrill Public Library",0,24
"Hiawatha, Morrill Public Library",66008,11
"Hiawatha, Morrill Public Library",-,4
"Hiawatha, Morrill Public Library",66035,4
"Hiawatha, Morrill Public Library",66087,111
"Hiawatha, Morrill Public Library",66094,37
"Hiawatha, Morrill Public Library",66415,7
"Hiawatha, Morrill Public Library",66424,13
"Hiawatha, Morrill Public Library",66425,54
"Hiawatha, Morrill Public Library",66428,2
"Hiawatha, Morrill Public Library",66434,2159
"Hiawatha, Morrill Public Library",66439,33
"Hiawatha, Morrill Public Library",66502,1
"Hiawatha, Morrill Public Library",66515,15
"Hiawatha, Morrill Public Library",66527,22
"Hiawatha, Morrill Public Library",66532,87
"Hiawatha, Morrill Public Library",66534,70
"Hiawatha, Morrill Public Library",66536,2
"Hiawatha, Morrill Public Library",66547,1
"Hiawatha, Morrill Public Library",67037,1
"Hiawatha, Morrill Public Library",67114,1
"Hiawatha, Morrill Public Library",67601,2
"Hiawatha, Morrill Public Library",67672,1
"Hiawatha, Morrill Public Library",67735,2
"Hiawatha, Morrill Public Library",67901,1
"Hiawatha, Morrill Public Library",68376,2
"Highland Community College",0,22
"Highland Community College",66006,1
"Highland Community College",66017,1
"Highland Community College",66043,1
"Highland Community College",66044,1
"Highland Community College",66434,3
"Highland Community College",66619,6
"Highland Community College",-,24
"Holton, Beck-Bookman Library",0,11
"Holton, Beck-Bookman Library",66053,3
"Holton, Beck-Bookman Library",66058,3
"Holton, Beck-Bookman Library",66088,1
"Holton, Beck-Bookman Library",66092,1
"Holton, Beck-Bookman Library",66416,125
"Holton, Beck-Bookman Library",66418,2
"Holton, Beck-Bookman Library",66419,28
"Holton, Beck-Bookman Library",66428,2
"Holton, Beck-Bookman Library",66432,35
"Holton, Beck-Bookman Library",66434,13
"Holton, Beck-Bookman Library",66436,1290
"Holton, Beck-Bookman Library",66439,1
"Holton, Beck-Bookman Library",66440,84
"Holton, Beck-Bookman Library",66509,277
"Holton, Beck-Bookman Library",66516,24
"Holton, Beck-Bookman Library",66521,7
"Holton, Beck-Bookman Library",66527,1
"Holton, Beck-Bookman Library",66534,1
"Holton, Beck-Bookman Library",66536,1
"Holton, Beck-Bookman Library",66540,92
"Holton, Beck-Bookman Library",66550,1
"Holton, Beck-Bookman Library",66552,32
"Holton, Beck-Bookman Library",66606,2
"Holton, Beck-Bookman Library",66619,1
"Holton, Beck-Bookman Library",66901,1
"Holton, Beck-Bookman Library",67107,1
"Holton, Beck-Bookman Library",67114,1
"Holton, Beck-Bookman Library",67152,1
"Holton, Beck-Bookman Library",67301,1
"Holton, Beck-Bookman Library",67401,4
"Holton, Beck-Bookman Library",67410,2
"Holton, Beck-Bookman Library",-,6
"Holton, Beck-Bookman Library",67835,2
"Horton Public Library",0,6
"Horton Public Library",66002,6
"Horton Public Library",66058,6
"Horton Public Library",66424,15
"Horton Public Library",66434,2
"Horton Public Library",66439,104
"Horton Public Library",-,1
"Lansing Community Library",0,35
"Lansing Community Library",66007,8
"Lansing Community Library",66020,85
"Lansing Community Library",66027,1
"Lansing Community Library",66043,1553
"Lansing Community Library",66048,592
"Lansing Community Library",66109,22
"Lansing Community Library",66210,4
"Lansing Community Library",-,5
"Leavenworth Public Library",0,16
"Leavenworth Public Library",64098,3
"Leavenworth Public Library",66002,55
"Leavenworth Public Library",66007,25
"Leavenworth Public Library",66020,188
"Leavenworth Public Library",66023,27
"Leavenworth Public Library",66026,4
"Leavenworth Public Library",66027,1168
"Leavenworth Public Library",66043,533
"Leavenworth Public Library",66044,2
"Leavenworth Public Library",66048,7352
"Leavenworth Public Library",66054,19
"Leavenworth Public Library",66066,6
"Leavenworth Public Library",66086,30
"Leavenworth Public Library",66109,55
"Leavenworth Public Library",66210,20
"Leavenworth Public Library",66549,2
"Leavenworth Public Library",66604,4
"Leavenworth Public Library",-,28
"Linwood Community Library",66012,81
"Linwood Community Library",66025,9
"Linwood Community Library",66044,79
"Linwood Community Library",66046,10
"Linwood Community Library",66049,6
"Linwood Community Library",66052,447
"Linwood Community Library",66086,12
"Lyndon Carnegie Library",0,17
"Lyndon Carnegie Library",66076,1
"Lyndon Carnegie Library",66104,1
"Lyndon Carnegie Library",66218,1
"Lyndon Carnegie Library",66414,37
"Lyndon Carnegie Library",66451,556
"Lyndon Carnegie Library",66510,23
"Lyndon Carnegie Library",66523,9
"Lyndon Carnegie Library",66528,13
"Lyndon Carnegie Library",66537,91
"Lyndon Carnegie Library",66543,138
"Lyndon Carnegie Library",66614,3
"McLouth Public Library",66020,6
"McLouth Public Library",66044,3
"McLouth Public Library",66048,1
"McLouth Public Library",66054,201
"McLouth Public Library",66066,3
"McLouth Public Library",66086,1
"Meriden-Ozawkie Public Library",0,45
"Meriden-Ozawkie Public Library",66006,13
"Meriden-Ozawkie Public Library",66060,17
"Meriden-Ozawkie Public Library",66066,13
"Meriden-Ozawkie Public Library",66070,240
"Meriden-Ozawkie Public Library",66073,17
"Meriden-Ozawkie Public Library",66088,182
"Meriden-Ozawkie Public Library",66409,6
"Meriden-Ozawkie Public Library",66429,13
"Meriden-Ozawkie Public Library",66436,13
"Meriden-Ozawkie Public Library",66440,124
"Meriden-Ozawkie Public Library",66509,2
"Meriden-Ozawkie Public Library",66512,967
"Meriden-Ozawkie Public Library",66542,46
"Meriden-Ozawkie Public Library",66604,12
"Meriden-Ozawkie Public Library",66608,4
"Meriden-Ozawkie Public Library",66614,19
"Meriden-Ozawkie Public Library",66615,124
"Meriden-Ozawkie Public Library",66617,239
"Meriden-Ozawkie Public Library",66618,16
"Northeast Kansas Library System",0,10
"Northeast Kansas Library System",66002,16
"Northeast Kansas Library System",66044,12
"Northeast Kansas Library System",66047,6
"Northeast Kansas Library System",66048,13
"Northeast Kansas Library System",66049,29
"Nortonville Public Library",0,6
"Nortonville Public Library",66002,4
"Nortonville Public Library",66060,250
"Nortonville Public Library",66066,2
"Nortonville Public Library",66070,3
"Nortonville Public Library",66088,14
"Nortonville Public Library",66111,5
