Library,"Borrower zipcode","Checkouts + renewals"
"Atchison Public Library",0,187
"Atchison Public Library",64484,14
"Atchison Public Library",64506,24
"Atchison Public Library",66002,6194
"Atchison Public Library",66008,75
"Atchison Public Library",66016,132
"Atchison Public Library",66017,1
"Atchison Public Library",66020,38
"Atchison Public Library",66023,36
"Atchison Public Library",66025,9
"Atchison Public Library",66027,12
"Atchison Public Library",66041,102
"Atchison Public Library",66048,52
"Atchison Public Library",66058,3
"Atchison Public Library",66060,3
"Atchison Public Library",66066,2
"Atchison Public Library",66088,11
"Atchison Public Library",66097,40
"Atchison Public Library",66111,5
"Atchison Public Library",66424,22
"Atchison Public Library",66439,3
"Atchison Public Library",66532,5
"Atchison Public Library",-,17
"Baldwin City Public Library",0,88
"Baldwin City Public Library",66006,2942
"Baldwin City Public Library",66025,132
"Baldwin City Public Library",66030,37
"Baldwin City Public Library",66044,39
"Baldwin City Public Library",66046,9
"Baldwin City Public Library",66047,45
"Baldwin City Public Library",66049,22
"Baldwin City Public Library",66050,8
"Baldwin City Public Library",66067,42
"Baldwin City Public Library",66071,2
"Baldwin City Public Library",66092,94
"Baldwin City Public Library",66524,55
"Basehor Community Library",0,263
"Basehor Community Library",-,12
"Basehor Community Library",64506,11
"Basehor Community Library",66002,2
"Basehor Community Library",66007,7234
"Basehor Community Library",66012,1206
"Basehor Community Library",66020,2
"Basehor Community Library",66025,4
"Basehor Community Library",66027,17
"Basehor Community Library",66041,3
"Basehor Community Library",66043,216
"Basehor Community Library",66044,69
"Basehor Community Library",66046,16
"Basehor Community Library",66047,9
"Basehor Community Library",66048,776
"Basehor Community Library",66049,6
"Basehor Community Library",66052,77
"Basehor Community Library",66054,78
"Basehor Community Library",66062,1
"Basehor Community Library",66086,1333
"Basehor Community Library",66088,1
"Basehor Community Library",66102,6
"Basehor Community Library",66109,1200
"Basehor Community Library",66111,2
"Basehor Community Library",66112,6
"Basehor Community Library",66215,12
"Basehor Community Library",66216,16
"Basehor Community Library",66218,83
"Basehor Community Library",66226,15
"Basehor Community Library",66227,18
"Bern Community Library",66408,227
"Bern Community Library",66534,20
"Bern Community Library",66538,5
"Bern Community Library",68337,4
"Bonner Springs City Library",0,332
"Bonner Springs City Library",66007,125
"Bonner Springs City Library",66012,3897
"Bonner Springs City Library",66018,24
"Bonner Springs City Library",66030,2
"Bonner Springs City Library",66043,127
"Bonner Springs City Library",66044,5
"Bonner Springs City Library",66048,104
"Bonner Springs City Library",66052,144
"Bonner Springs City Library",66053,9
"Bonner Springs City Library",66061,7
"Bonner Springs City Library",66072,1
"Bonner Springs City Library",66073,1
"Bonner Springs City Library",66086,80
"Bonner Springs City Library",66102,8
"Bonner Springs City Library",66104,11
"Bonner Springs City Library",66109,997
"Bonner Springs City Library",66111,617
"Bonner Springs City Library",66112,3
"Bonner Springs City Library",66113,211
"Bonner Springs City Library",66203,10
"Bonner Springs City Library",66213,19
"Bonner Springs City Library",66214,3
"Bonner Springs City Library",66215,12
"Bonner Springs City Library",66216,71
"Bonner Springs City Library",66218,234
"Bonner Springs City Library",66219,5
"Bonner Springs City Library",66220,1
"Bonner Springs City Library",66226,302
"Bonner Springs City Library",66227,10
"Bonner Springs City Library",66441,1
"Bonner Springs City Library",66502,2
"Bonner Springs City Library",66521,1
"Bonner Springs City Library",66531,1
"Bonner Springs City Library",66536,1
"Bonner Springs City Library",66701,1
"Bonner Springs City Library",66762,1
"Bonner Springs City Library",66801,2
"Bonner Springs City Library",66860,4
"Bonner Springs City Library",67002,3
"Bonner Springs City Library",67005,1
"Bonner Springs City Library",67010,2
"Bonner Springs City Library",67037,2
"Bonner Springs City Library",67056,1
"Bonner Springs City Library",67058,1
"Bonner Springs City Library",67062,2
"Bonner Springs City Library",67107,1
"Bonner Springs City Library",67119,1
"Bonner Springs City Library",67219,1
"Bonner Springs City Library",67357,2
"Bonner Springs City Library",67401,1
"Bonner Springs City Library",67410,1
"Bonner Springs City Library",67431,1
"Bonner Springs City Library",67501,1
"Bonner Springs City Library",67530,1
"Bonner Springs City Library",67550,1
"Bonner Springs City Library",67579,1
"Bonner Springs City Library",67654,1
"Bonner Springs City Library",67701,1
"Bonner Springs City Library",67736,1
"Bonner Springs City Library",67855,1
"Bonner Springs City Library",67878,1
"Bonner Springs City Library",-,27
"Burlingame Community Library",0,22
"Burlingame Community Library",66413,679
"Burlingame Community Library",66414,14
"Burlingame Community Library",66431,7
"Burlingame Community Library",66537,11
"Burlingame Community Library",66605,9
"Carbondale City Library",66002,3
"Carbondale City Library",66067,27
"Carbondale City Library",66409,11
"Carbondale City Library",66414,535
"Carbondale City Library",66523,26
"Carbondale City Library",66524,7
"Carbondale City Library",66537,162
"Carbondale City Library",66543,1
"Carbondale City Library",66546,15
"Carbondale City Library",66604,4
"Carbondale City Library",66605,11
"Carbondale City Library",66615,2
"Carbondale City Library",66619,2
"Carbondale City Library",-,1
"Centralia Community Library",66060,2
"Centralia Community Library",66415,448
"Centralia Community Library",66417,1
"Centralia Community Library",66521,2
"Centralia Community Library",66538,3
"Centralia Community Library",66544,9
"Corning City Library",66415,2
"Corning City Library",66417,39
"Corning City Library",66540,2
"Doniphan County Library - Elwood",64505,6
"Doniphan County Library - Elwood",64507,2
"Doniphan County Library - Elwood",66024,43
"Doniphan County Library - Elwood",66035,8
"Doniphan County Library - Elwood",66087,12
"Doniphan County Library - Elwood",66090,28
"Doniphan County Library - Highland",0,6
"Doniphan County Library - Highland",66017,14
