branchname,ZIP_CODE,BORROWER_COUNT,RENEWED_LM,ADDED_LM,DELETED_LM
"Osawatomie Public Library",66427,1,,,
"Osawatomie Public Library",66434,1,,,
"Osawatomie Public Library",66436,3,,,
"Osawatomie Public Library",66439,1,,,
"Osawatomie Public Library",66440,1,,,
"Osawatomie Public Library",66441,1,,,
"Osawatomie Public Library",66451,3,,,
"Osawatomie Public Library",66502,1,,,
"Osawatomie Public Library",66508,1,,,
"Osawatomie Public Library",66512,3,,,
"Osawatomie Public Library",66521,1,,,
"Osawatomie Public Library",66523,2,,,
"Osawatomie Public Library",66533,2,,,
"Osawatomie Public Library",66534,1,,,
"Osawatomie Public Library",66536,2,,,
"Osawatomie Public Library",66538,1,,,
"Osawatomie Public Library",66539,1,,,
"Osawatomie Public Library",66547,1,,,
"Osawatomie Public Library",66548,1,,,
"Osawatomie Public Library",66550,1,,,
"Osawatomie Public Library",66604,1,,,
"Osawatomie Public Library",66606,1,,,
"Osawatomie Public Library",66607,1,,,
"Osawatomie Public Library",66612,1,,,
"Osawatomie Public Library",66617,1,,,
"Osawatomie Public Library",66701,2,,,
"Osawatomie Public Library",66713,1,,,
"Osawatomie Public Library",66720,2,,,
"Osawatomie Public Library",66725,1,,,
"Osawatomie Public Library",66733,1,,,
"Osawatomie Public Library",66736,1,,,
"Osawatomie Public Library",66743,1,,,
"Osawatomie Public Library",66748,2,,,
"Osawatomie Public Library",66749,3,,,
"Osawatomie Public Library",66762,3,,,
"Osawatomie Public Library",66801,1,,,
"Osawatomie Public Library",66833,1,,,
"Osawatomie Public Library",66835,1,,,
"Osawatomie Public Library",66839,3,,,
"Osawatomie Public Library",66846,2,,,
"Osawatomie Public Library",66854,2,,,
"Osawatomie Public Library",66860,1,,,
"Osawatomie Public Library",66861,1,,,
"Osawatomie Public Library",66871,1,,,
"Osawatomie Public Library",66901,1,,,
"Osawatomie Public Library",66935,1,,,
"Osawatomie Public Library",66945,1,,,
"Osawatomie Public Library",66949,1,,,
"Osawatomie Public Library",66967,1,,,
"Osawatomie Public Library",66968,1,,,
"Osawatomie Public Library",67002,2,,,
"Osawatomie Public Library",67005,2,,,
"Osawatomie Public Library",67010,1,,,
"Osawatomie Public Library",67026,1,,,
"Osawatomie Public Library",67037,1,,,
"Osawatomie Public Library",67039,1,,,
"Osawatomie Public Library",67042,1,,,
"Osawatomie Public Library",67052,1,,,
"Osawatomie Public Library",67060,1,,,
"Osawatomie Public Library",67062,1,,,
"Osawatomie Public Library",67063,2,,,
"Osawatomie Public Library",67104,1,,,
"Osawatomie Public Library",67107,1,,,
"Osawatomie Public Library",67110,2,,,
"Osawatomie Public Library",67114,1,,,
"Osawatomie Public Library",67124,1,,,
"Osawatomie Public Library",67144,2,,,
"Osawatomie Public Library",67147,2,,,
"Osawatomie Public Library",67154,3,,,
"Osawatomie Public Library",67156,2,,,
"Osawatomie Public Library",67219,1,,,
"Osawatomie Public Library",67301,1,,,
"Osawatomie Public Library",67335,3,,,
"Osawatomie Public Library",67337,2,,,
"Osawatomie Public Library",67357,3,,,
"Osawatomie Public Library",67401,1,,,
"Osawatomie Public Library",67410,1,,,
"Osawatomie Public Library",67420,1,,,
"Osawatomie Public Library",67432,1,,,
"Osawatomie Public Library",67437,2,,,
"Osawatomie Public Library",67439,4,,,
"Osawatomie Public Library",67449,1,,,
"Osawatomie Public Library",67456,1,,,
"Osawatomie Public Library",67460,1,,,
"Osawatomie Public Library",67467,1,,,
"Osawatomie Public Library",67487,1,,,
"Osawatomie Public Library",67501,1,,,
"Osawatomie Public Library",67504,1,,,
"Osawatomie Public Library",67522,1,,,
"Osawatomie Public Library",67525,1,,,
"Osawatomie Public Library",67530,5,,,
"Osawatomie Public Library",67550,3,,,
"Osawatomie Public Library",67554,3,,,
"Osawatomie Public Library",67558,2,,,
"Osawatomie Public Library",67579,1,,,
"Osawatomie Public Library",67601,2,,,
"Osawatomie Public Library",67645,1,,,
"Osawatomie Public Library",67648,1,,,
"Osawatomie Public Library",67654,3,,,
"Osawatomie Public Library",67663,2,,,
"Osawatomie Public Library",67665,1,,,
"Osawatomie Public Library",67672,1,,,
"Osawatomie Public Library",67701,2,,,
"Osawatomie Public Library",67735,1,,,
"Osawatomie Public Library",67736,1,,,
"Osawatomie Public Library",67737,2,,,
"Osawatomie Public Library",67748,1,,,
"Osawatomie Public Library",67749,2,,,
"Osawatomie Public Library",67752,2,,,
"Osawatomie Public Library",67801,1,,,
"Osawatomie Public Library",67831,2,,,
"Osawatomie Public Library",67834,2,,,
"Osawatomie Public Library",67835,1,,,
"Osawatomie Public Library",67839,1,,,
"Osawatomie Public Library",67846,2,,,
"Osawatomie Public Library",67855,1,,,
"Osawatomie Public Library",67860,1,,,
"Osawatomie Public Library",67861,1,,,
"Osawatomie Public Library",67864,1,,,
"Osawatomie Public Library",67865,1,,,
"Osawatomie Public Library",67871,1,,,
"Osawatomie Public Library",67878,1,,,
"Osawatomie Public Library",67880,2,,,
"Osawatomie Public Library",67901,1,,,
"Osawatomie Public Library",67950,1,,,
"Osawatomie Public Library",67951,1,,,
"Oskaloosa Public Library",-,3,,,
"Oskaloosa Public Library",0,6,,,
"Oskaloosa Public Library",66002,3,,,
"Oskaloosa Public Library",66023,1,,,
"Oskaloosa Public Library",66025,1,,,
"Oskaloosa Public Library",66040,1,,,
"Oskaloosa Public Library",66044,6,,,
"Oskaloosa Public Library",66046,2,,,
"Oskaloosa Public Library",66047,1,,,
"Oskaloosa Public Library",66048,1,,,
"Oskaloosa Public Library",66049,5,,,
"Oskaloosa Public Library",66050,6,,,
"Oskaloosa Public Library",66052,1,,,
"Oskaloosa Public Library",66054,59,1,1,1
"Oskaloosa Public Library",66060,4,,,
"Oskaloosa Public Library",66061,1,,,
"Oskaloosa Public Library",66066,855,19,1,9
"Oskaloosa Public Library",66070,139,3,,1
"Oskaloosa Public Library",66073,55,,2,
"Oskaloosa Public Library",66086,3,,,
"Oskaloosa Public Library",66088,18,1,,
"Oskaloosa Public Library",66097,13,,,
"Oskaloosa Public Library",66113,1,,,
"Oskaloosa Public Library",66205,1,,,
"Oskaloosa Public Library",66419,1,,,
"Oskaloosa Public Library",66436,1,,,
"Oskaloosa Public Library",66439,1,,,
"Oskaloosa Public Library",66502,1,,,
"Oskaloosa Public Library",66512,7,,,
"Oskaloosa Public Library",66523,1,,,
"Oskaloosa Public Library",66606,1,,,
"Oskaloosa Public Library",66616,0,,,2
"Oskaloosa Public Library",66617,2,,,
"Oskaloosa Public Library",67401,1,,,
"Ottawa Library",-,17,3,1,
"Ottawa Library",0,36,,1,2
"Ottawa Library",64114,1,,,
"Ottawa Library",64138,2,,,
"Ottawa Library",64507,1,,,
"Ottawa Library",66002,1,,,
"Ottawa Library",66006,89,1,1,
"Ottawa Library",66010,3,,,
"Ottawa Library",66012,3,,,
"Ottawa Library",66014,1,,,
"Ottawa Library",66018,2,,,
"Ottawa Library",66020,1,,,
"Ottawa Library",66021,10,,,
"Ottawa Library",66023,1,,,
"Ottawa Library",66025,16,,,
"Ottawa Library",66026,2,,,
"Ottawa Library",66030,21,2,,2
"Ottawa Library",66032,131,,,1
"Ottawa Library",66033,19,,,
"Ottawa Library",66035,1,,,
"Ottawa Library",66040,7,,,
"Ottawa Library",66042,31,,,
"Ottawa Library",66043,1,,,
"Ottawa Library",66044,34,1,,1
"Ottawa Library",66046,17,,,
"Ottawa Library",66047,13,,,1
"Ottawa Library",66048,2,,,
"Ottawa Library",66049,17,,,
"Ottawa Library",66053,3,,,
"Ottawa Library",66054,2,,,
"Ottawa Library",66056,1,,,
"Ottawa Library",66061,17,,,
"Ottawa Library",66062,13,,,
"Ottawa Library",66064,23,,,
"Ottawa Library",66066,3,,,
"Ottawa Library",66067,9001,140,52,88
"Ottawa Library",66071,25,,,
"Ottawa Library",66072,8,,,
"Ottawa Library",66073,1,,,
"Ottawa Library",66075,3,,,
"Ottawa Library",66076,585,12,3,8
"Ottawa Library",66078,267,5,8,3
"Ottawa Library",66079,191,4,1,6
"Ottawa Library",66080,176,2,,
"Ottawa Library",66083,5,,,1
"Ottawa Library",66086,1,,,
"Ottawa Library",66087,2,,,
"Ottawa Library",66088,1,,,
"Ottawa Library",66092,184,2,1,
"Ottawa Library",66095,201,,2,3
"Ottawa Library",66102,4,,,
"Ottawa Library",66103,2,,,
"Ottawa Library",66106,1,,,
"Ottawa Library",66109,1,,,
"Ottawa Library",66112,1,,,
"Ottawa Library",66113,1,,,
"Ottawa Library",66208,2,,,
"Ottawa Library",66210,1,,,
"Ottawa Library",66212,1,,,
"Ottawa Library",66213,3,,,
"Ottawa Library",66215,1,,,
"Ottawa Library",66216,2,,,
"Ottawa Library",66217,1,,,
"Ottawa Library",66219,1,,,
"Ottawa Library",66221,3,,,
"Ottawa Library",66223,3,,,
"Ottawa Library",66401,1,,,
"Ottawa Library",66411,2,,,
"Ottawa Library",66413,1,,,
"Ottawa Library",66414,4,,,
"Ottawa Library",66423,1,,,
"Ottawa Library",66427,1,,,
"Ottawa Library",66436,2,,,
"Ottawa Library",66439,1,,,
"Ottawa Library",66441,1,,,
"Ottawa Library",66451,30,1,,
"Ottawa Library",66501,1,,,
"Ottawa Library",66502,1,,,
"Ottawa Library",66508,1,,,
"Ottawa Library",66510,29,,2,
"Ottawa Library",66512,1,,,
"Ottawa Library",66521,1,,,
"Ottawa Library",66523,12,,,
"Ottawa Library",66524,18,,,
"Ottawa Library",66528,146,6,,3
"Ottawa Library",66533,2,,,
"Ottawa Library",66536,2,,,
"Ottawa Library",66537,7,,,
"Ottawa Library",66543,42,,1,2
"Ottawa Library",66547,3,,,
"Ottawa Library",66548,1,,,
"Ottawa Library",66549,1,,,
"Ottawa Library",66604,5,,,
"Ottawa Library",66605,1,,,
"Ottawa Library",66606,1,,,
"Ottawa Library",66607,5,,,
"Ottawa Library",66611,1,,,
"Ottawa Library",66612,2,,,
"Ottawa Library",66614,3,,,
"Ottawa Library",66617,5,,,
"Ottawa Library",66618,1,,,
"Ottawa Library",66701,3,,,
"Ottawa Library",66713,1,,,
"Ottawa Library",66720,4,,,
"Ottawa Library",66725,1,,,
"Ottawa Library",66733,1,,,
"Ottawa Library",66736,1,,,
"Ottawa Library",66743,1,,,
"Ottawa Library",66748,1,,,
"Ottawa Library",66749,6,,,
"Ottawa Library",66762,2,,,
"Ottawa Library",66801,5,,,1
"Ottawa Library",66833,2,,,
"Ottawa Library",66835,1,,,
"Ottawa Library",66839,11,,,
"Ottawa Library",66846,3,,,
"Ottawa Library",66852,2,,,
"Ottawa Library",66854,3,,,
"Ottawa Library",66856,6,,,
"Ottawa Library",66857,2,,,
"Ottawa Library",66860,3,,,
"Ottawa Library",66861,1,,,
"Ottawa Library",66871,26,,,1
"Ottawa Library",66901,3,,,
"Ottawa Library",66935,1,,,
"Ottawa Library",66945,1,,,
"Ottawa Library",66949,1,,,
"Ottawa Library",66967,5,,,
"Ottawa Library",66968,1,,,
"Ottawa Library",67002,2,,,
"Ottawa Library",67003,1,,,
"Ottawa Library",67005,2,,,
"Ottawa Library",67010,2,,,
"Ottawa Library",67026,1,,,
"Ottawa Library",67037,1,,,
"Ottawa Library",67039,2,,,
"Ottawa Library",67042,4,,,
"Ottawa Library",67045,1,,,
"Ottawa Library",67052,1,,,
"Ottawa Library",67060,2,,,
"Ottawa Library",67062,3,,,
"Ottawa Library",67063,2,,,
"Ottawa Library",67104,2,,,
"Ottawa Library",67107,1,,,
"Ottawa Library",67110,1,,,
"Ottawa Library",67114,1,,,
"Ottawa Library",67124,3,,,
"Ottawa Library",67144,2,,,
"Ottawa Library",67147,2,,,
"Ottawa Library",67154,2,,,
"Ottawa Library",67156,2,,,
"Ottawa Library",67219,1,,,
"Ottawa Library",67301,3,,,
"Ottawa Library",67335,1,,,
"Ottawa Library",67337,2,,,
"Ottawa Library",67357,2,,,
"Ottawa Library",67401,4,,,
"Ottawa Library",67410,1,,,
"Ottawa Library",67420,3,,,
"Ottawa Library",67432,1,,,
"Ottawa Library",67437,1,,,
"Ottawa Library",67439,5,,,
"Ottawa Library",67449,3,,,
"Ottawa Library",67456,1,,,
"Ottawa Library",67460,4,,,
"Ottawa Library",67467,1,,,
"Ottawa Library",67487,1,,,
"Ottawa Library",67501,6,,,
"Ottawa Library",67504,2,,,
"Ottawa Library",67522,2,,,
"Ottawa Library",67525,2,,,
"Ottawa Library",67530,4,,,
"Ottawa Library",67550,3,,,
"Ottawa Library",67554,2,,,
"Ottawa Library",67558,2,,,
"Ottawa Library",67572,2,,,
"Ottawa Library",67579,3,,,
"Ottawa Library",67601,1,,,
"Ottawa Library",67645,1,,,
"Ottawa Library",67648,2,,,
"Ottawa Library",67654,4,,,
"Ottawa Library",67663,1,,,
"Ottawa Library",67665,1,,,
"Ottawa Library",67672,1,,,
"Ottawa Library",67701,2,,,
"Ottawa Library",67735,3,,,
"Ottawa Library",67737,2,,,
"Ottawa Library",67748,1,,,
"Ottawa Library",67749,2,,,
"Ottawa Library",67752,3,,,
"Ottawa Library",67756,2,,,
"Ottawa Library",67801,3,,,
"Ottawa Library",67831,1,,,
"Ottawa Library",67834,2,,,
"Ottawa Library",67835,1,,,
"Ottawa Library",67839,1,,,
"Ottawa Library",67846,3,,,
"Ottawa Library",67855,2,,,
"Ottawa Library",67860,1,,,
"Ottawa Library",67861,2,,,
"Ottawa Library",67864,1,,,
"Ottawa Library",67865,2,,,
"Ottawa Library",67871,1,,,
"Ottawa Library",67878,1,,,
"Ottawa Library",67880,2,1,,
"Ottawa Library",67901,1,,,
"Ottawa Library",67950,1,,,
"Ottawa Library",67951,1,,,
"Overbrook Public Library",-,3,,,
"Overbrook Public Library",0,3,,,
"Overbrook Public Library",66006,3,,,2
"Overbrook Public Library",66033,1,,,
"Overbrook Public Library",66044,4,,,
"Overbrook Public Library",66046,5,,,
"Overbrook Public Library",66047,12,,,
"Overbrook Public Library",66049,1,,,
"Overbrook Public Library",66061,1,,,
"Overbrook Public Library",66067,8,,,1
"Overbrook Public Library",66071,1,,,
"Overbrook Public Library",66076,16,1,,
"Overbrook Public Library",66078,1,,,
"Overbrook Public Library",66086,1,,,
"Overbrook Public Library",66092,1,,,
"Overbrook Public Library",66204,1,,,
"Overbrook Public Library",66208,1,,,
"Overbrook Public Library",66212,3,,,
"Overbrook Public Library",66402,0,,,1
"Overbrook Public Library",66409,25,1,1,
"Overbrook Public Library",66413,6,,,
"Overbrook Public Library",66414,84,2,,1
"Overbrook Public Library",66436,0,,,1
"Overbrook Public Library",66451,1,,,
"Overbrook Public Library",66510,2,,,
"Overbrook Public Library",66523,3,1,,
"Overbrook Public Library",66524,807,21,4,7
"Overbrook Public Library",66528,57,1,,
"Overbrook Public Library",66534,1,,,
"Overbrook Public Library",66537,69,2,,1
"Overbrook Public Library",66542,4,,,
"Overbrook Public Library",66543,4,,,
"Overbrook Public Library",66546,7,2,,
"Overbrook Public Library",66604,1,,,
"Overbrook Public Library",66605,2,,,
"Overbrook Public Library",66606,2,,,
"Overbrook Public Library",66608,1,,,
"Overbrook Public Library",66610,2,,,
"Overbrook Public Library",66611,1,,,
"Overbrook Public Library",66614,8,1,,
"Overbrook Public Library",66617,1,,,
"Overbrook Public Library",66619,1,,,
"Overbrook Public Library",67401,1,,,
"Overbrook Public Library",67748,1,,,
"Paola Free Library",-,10,1,1,1
"Paola Free Library",0,35,,,
"Paola Free Library",64114,1,,,
"Paola Free Library",64133,1,,,
"Paola Free Library",64138,1,,,
"Paola Free Library",66002,2,,,
"Paola Free Library",66006,3,,,
"Paola Free Library",66007,1,,,
"Paola Free Library",66010,1,,,
"Paola Free Library",66012,4,,,
"Paola Free Library",66014,10,,,1
"Paola Free Library",66018,1,,,
"Paola Free Library",66021,4,,,
"Paola Free Library",66023,1,,,
"Paola Free Library",66025,1,,,
"Paola Free Library",66026,74,2,,2
"Paola Free Library",66030,10,,,
"Paola Free Library",66032,15,,,
"Paola Free Library",66033,9,,,
"Paola Free Library",66035,1,,,
"Paola Free Library",66036,12,,,
"Paola Free Library",66040,52,2,,1
"Paola Free Library",66042,11,1,,
"Paola Free Library",66043,2,,,
"Paola Free Library",66044,5,,,
"Paola Free Library",66046,1,,,
"Paola Free Library",66047,1,,,
"Paola Free Library",66048,4,,,
"Paola Free Library",66049,6,,,
"Paola Free Library",66052,2,,,
"Paola Free Library",66053,82,1,,2
"Paola Free Library",66054,2,,,
"Paola Free Library",66056,8,,,1
"Paola Free Library",66060,1,,,
"Paola Free Library",66061,17,,,
"Paola Free Library",66062,13,,1,
"Paola Free Library",66064,309,4,1,8
"Paola Free Library",66066,1,,,
"Paola Free Library",66067,17,,,
"Paola Free Library",66070,2,,,
"Paola Free Library",66071,3882,78,43,49
"Paola Free Library",66072,36,,,
"Paola Free Library",66073,1,,,
"Paola Free Library",66075,8,,,
"Paola Free Library",66076,1,,,
"Paola Free Library",66078,1,,,
"Paola Free Library",66079,12,,,
"Paola Free Library",66080,1,,,
"Paola Free Library",66083,66,,,1
"Paola Free Library",66086,1,,,
"Paola Free Library",66087,3,,,
"Paola Free Library",66088,2,,,
"Paola Free Library",66090,1,,,
"Paola Free Library",66092,17,,,
"Paola Free Library",66095,1,,,
"Paola Free Library",66097,1,,,
"Paola Free Library",66101,1,,,
"Paola Free Library",66102,1,,,
"Paola Free Library",66103,1,,,
"Paola Free Library",66109,2,,,
"Paola Free Library",66113,1,,,
"Paola Free Library",66212,5,,,1
"Paola Free Library",66214,1,,,
"Paola Free Library",66215,6,,,
"Paola Free Library",66219,1,,,
"Paola Free Library",66223,1,,,
"Paola Free Library",66226,1,,,
"Paola Free Library",66227,1,,,
"Paola Free Library",66401,1,,,
"Paola Free Library",66408,1,,,
"Paola Free Library",66411,1,,,
"Paola Free Library",66413,1,,,
"Paola Free Library",66414,1,,,
"Paola Free Library",66415,1,,,
"Paola Free Library",66417,1,,,
"Paola Free Library",66423,1,,,
"Paola Free Library",66427,1,,,
"Paola Free Library",66434,1,,,
"Paola Free Library",66436,3,,,
"Paola Free Library",66439,2,,,
"Paola Free Library",66440,1,,,
"Paola Free Library",66441,1,,,
"Paola Free Library",66451,3,,,
"Paola Free Library",66502,1,,,
"Paola Free Library",66508,1,,,
"Paola Free Library",66510,2,,,
"Paola Free Library",66512,2,,,
"Paola Free Library",66521,1,,,
"Paola Free Library",66524,1,,,
"Paola Free Library",66526,1,,,
"Paola Free Library",66531,1,,,
"Paola Free Library",66533,1,,,
"Paola Free Library",66534,1,,,
"Paola Free Library",66536,2,,,
"Paola Free Library",66538,2,,,
"Paola Free Library",66539,2,,,
"Paola Free Library",66547,2,,,
"Paola Free Library",66548,1,,,
"Paola Free Library",66550,1,,,
"Paola Free Library",66606,2,,,1
"Paola Free Library",66607,2,,,
"Paola Free Library",66608,1,,,
"Paola Free Library",66611,1,,,
"Paola Free Library",66612,2,,,
"Paola Free Library",66617,2,,,
"Paola Free Library",66618,1,,,
"Paola Free Library",66701,3,,,
"Paola Free Library",66713,1,,,
"Paola Free Library",66720,2,,,
"Paola Free Library",66725,1,,,
"Paola Free Library",66733,1,,,
"Paola Free Library",66736,2,,,
"Paola Free Library",66743,1,,,
"Paola Free Library",66748,3,,,
"Paola Free Library",66749,2,,,
"Paola Free Library",66762,1,,,
"Paola Free Library",66801,4,,,
"Paola Free Library",66833,1,,,
"Paola Free Library",66835,2,,,
"Paola Free Library",66839,3,,,
"Paola Free Library",66846,2,,,
"Paola Free Library",66852,2,,,
"Paola Free Library",66854,1,,,
"Paola Free Library",66856,1,,,
"Paola Free Library",66857,2,,,
"Paola Free Library",66860,3,,,
"Paola Free Library",66861,1,,,
"Paola Free Library",66871,1,,,
"Paola Free Library",66901,2,,,
"Paola Free Library",66935,1,,,
"Paola Free Library",66945,1,,,
"Paola Free Library",66949,2,,,
"Paola Free Library",66967,1,,,
"Paola Free Library",66968,1,,,
"Paola Free Library",67002,3,,,
"Paola Free Library",67003,1,,,
"Paola Free Library",67005,4,,,
"Paola Free Library",67010,1,,,
"Paola Free Library",67026,1,,,
"Paola Free Library",67037,1,,,
"Paola Free Library",67039,1,,,
"Paola Free Library",67042,4,,,
"Paola Free Library",67045,1,,,
"Paola Free Library",67052,1,,,
"Paola Free Library",67060,1,,,
"Paola Free Library",67062,3,,,
"Paola Free Library",67063,2,,,
"Paola Free Library",67104,1,,,
"Paola Free Library",67107,1,,,
"Paola Free Library",67110,1,,,
"Paola Free Library",67114,1,,,
"Paola Free Library",67124,2,,,
"Paola Free Library",67144,2,,,
"Paola Free Library",67147,2,,,
"Paola Free Library",67154,2,,,
"Paola Free Library",67156,4,,,
"Paola Free Library",67212,2,,,
"Paola Free Library",67219,1,,,
"Paola Free Library",67301,2,,,
"Paola Free Library",67335,1,,,
"Paola Free Library",67337,3,,,
"Paola Free Library",67357,2,,,
"Paola Free Library",67401,2,,,
"Paola Free Library",67410,2,,,
"Paola Free Library",67420,5,,,
"Paola Free Library",67432,2,,,
"Paola Free Library",67437,1,,,
"Paola Free Library",67439,3,,,
"Paola Free Library",67449,2,,,
"Paola Free Library",67456,3,,,
"Paola Free Library",67460,3,,,
"Paola Free Library",67467,2,,,
"Paola Free Library",67487,1,,,
"Paola Free Library",67501,4,,,
"Paola Free Library",67504,2,,,
"Paola Free Library",67522,2,,,
"Paola Free Library",67525,2,,,
"Paola Free Library",67530,5,,,
"Paola Free Library",67550,5,,,
"Paola Free Library",67554,2,,,
"Paola Free Library",67558,3,,,
"Paola Free Library",67572,2,,,
"Paola Free Library",67579,2,,,
"Paola Free Library",67601,1,,,
"Paola Free Library",67645,2,,,
"Paola Free Library",67648,1,,,
"Paola Free Library",67654,4,,,
"Paola Free Library",67663,1,,,
"Paola Free Library",67665,1,,,
"Paola Free Library",67672,3,,,
"Paola Free Library",67701,3,,,
"Paola Free Library",67735,4,,,
"Paola Free Library",67736,1,,,
"Paola Free Library",67737,2,,,
"Paola Free Library",67748,1,,,
"Paola Free Library",67749,2,,,
"Paola Free Library",67752,3,,,
"Paola Free Library",67756,1,,,
"Paola Free Library",67801,4,,,
"Paola Free Library",67831,2,,,
"Paola Free Library",67834,2,,,
"Paola Free Library",67835,2,,,
"Paola Free Library",67839,2,,,
"Paola Free Library",67846,4,,,
"Paola Free Library",67855,2,,,
"Paola Free Library",67860,1,,,
"Paola Free Library",67861,1,,,
"Paola Free Library",67864,3,,,
"Paola Free Library",67865,2,,,
"Paola Free Library",67871,3,,,
"Paola Free Library",67878,1,,,
"Paola Free Library",67880,3,,,
"Paola Free Library",67901,2,,,
"Paola Free Library",67950,1,,,
"Paola Free Library",67951,1,,,
"Perry-Lecompton Community Library",-,1,,,
"Perry-Lecompton Community Library",0,2,,,
"Perry-Lecompton Community Library",66044,8,,,
"Perry-Lecompton Community Library",66047,3,,,
"Perry-Lecompton Community Library",66049,6,,,
"Perry-Lecompton Community Library",66050,44,,,1
"Perry-Lecompton Community Library",66060,1,,,
"Perry-Lecompton Community Library",66066,8,,,
"Perry-Lecompton Community Library",66070,15,,,
"Perry-Lecompton Community Library",66073,128,1,3,1
"Perry-Lecompton Community Library",66088,2,,,
"Perry-Lecompton Community Library",66409,1,,,
"Perry-Lecompton Community Library",66429,8,,,
"Perry-Lecompton Community Library",66605,1,,,
"Perry-Lecompton Community Library",66607,1,,,
"Perry-Lecompton Community Library",66617,2,,,
"Pomona Community Library",-,1,,,
"Pomona Community Library",0,24,,,
"Pomona Community Library",66006,1,,,
"Pomona Community Library",66007,1,1,,
"Pomona Community Library",66049,1,,,
"Pomona Community Library",66067,26,1,,
"Pomona Community Library",66076,258,2,1,5
"Pomona Community Library",66095,12,1,,
"Pomona Community Library",66510,3,,,
"Pomona Community Library",66523,1,,,
"Pomona Community Library",66524,5,,1,
"Pomona Community Library",66528,31,2,1,1
"Pomona Community Library",66537,1,,,
"Pomona Community Library",66543,4,,,
"Pomona Community Library",66801,1,,,
"Pomona Community Library",66871,2,,,
"Prairie Hills Schools - Axtell Public School",0,25,,,
"Prairie Hills Schools - Axtell Public School",66049,1,,,
"Prairie Hills Schools - Axtell Public School",66403,209,,,3
"Prairie Hills Schools - Sabetha Elementary School",0,52,2,,
"Prairie Hills Schools - Sabetha Elementary School",66049,1,,,
"Prairie Hills Schools - Sabetha Elementary School",66534,518,1,2,2
"Prairie Hills Schools - Sabetha High School",0,17,,,
"Prairie Hills Schools - Sabetha High School",66049,1,,,
"Prairie Hills Schools - Sabetha High School",66534,319,,,6
"Prairie Hills Schools - Sabetha Middle School",0,5,,,
"Prairie Hills Schools - Sabetha Middle School",66049,1,,,
"Prairie Hills Schools - Sabetha Middle School",66534,211,,,8
"Prairie Hills Schools - Wetmore Academic Center",0,12,,,
"Prairie Hills Schools - Wetmore Academic Center",66049,1,,,
"Prairie Hills Schools - Wetmore Academic Center",66550,177,,,10
"Richmond Public Library",-,1,,,
"Richmond Public Library",0,1,,,
"Richmond Public Library",64152,1,,,
"Richmond Public Library",66032,13,,,
"Richmond Public Library",66033,1,,,
"Richmond Public Library",66042,1,,,
"Richmond Public Library",66049,1,,,
"Richmond Public Library",66064,2,,,
"Richmond Public Library",66067,4,,,
"Richmond Public Library",66076,1,,,
"Richmond Public Library",66078,13,,,
"Richmond Public Library",66079,3,,,
"Richmond Public Library",66080,172,5,,
"Richmond Public Library",66095,4,,,
"Richmond Public Library",66532,1,,,
"Richmond Public Library",66544,1,,,
"Rossville Community Library",-,1,1,,
"Rossville Community Library",0,6,,1,
"Rossville Community Library",66044,1,,,
"Rossville Community Library",66049,1,,,
"Rossville Community Library",66062,1,,,
"Rossville Community Library",66088,1,,,
"Rossville Community Library",66402,4,,,
"Rossville Community Library",66409,1,1,,
"Rossville Community Library",66413,2,,,
"Rossville Community Library",66417,1,,,
"Rossville Community Library",66418,103,2,3,
"Rossville Community Library",66422,13,,,
"Rossville Community Library",66423,2,,,
"Rossville Community Library",66431,1,,,
"Rossville Community Library",66440,1,,,
"Rossville Community Library",66502,1,,,
"Rossville Community Library",66503,1,,,
"Rossville Community Library",66507,96,3,2,4
"Rossville Community Library",66509,1,,,
"Rossville Community Library",66526,5,,,
"Rossville Community Library",66533,782,20,8,9
"Rossville Community Library",66536,161,4,1,1
"Rossville Community Library",66539,26,1,,
"Rossville Community Library",66547,3,,,
"Rossville Community Library",66604,6,,,
"Rossville Community Library",66608,1,,,
"Rossville Community Library",66609,1,,,
"Rossville Community Library",66610,4,,,
"Rossville Community Library",66611,6,,,
"Rossville Community Library",66614,17,,,1
"Rossville Community Library",66615,72,1,,2
"Rossville Community Library",66616,1,,,
"Rossville Community Library",66618,7,,,
"Sabetha, Mary Cotton Library",-,3,,1,
"Sabetha, Mary Cotton Library",0,22,,2,
"Sabetha, Mary Cotton Library",64152,1,,,
"Sabetha, Mary Cotton Library",66002,1,,,
"Sabetha, Mary Cotton Library",66006,1,,,
"Sabetha, Mary Cotton Library",66010,1,,,
"Sabetha, Mary Cotton Library",66012,1,,,
"Sabetha, Mary Cotton Library",66032,1,,,
"Sabetha, Mary Cotton Library",66035,1,,,
"Sabetha, Mary Cotton Library",66040,3,,,
"Sabetha, Mary Cotton Library",66043,1,,,
"Sabetha, Mary Cotton Library",66044,8,,,
"Sabetha, Mary Cotton Library",66047,1,,,
"Sabetha, Mary Cotton Library",66049,3,,,
"Sabetha, Mary Cotton Library",66053,2,,,
"Sabetha, Mary Cotton Library",66054,1,,,
"Sabetha, Mary Cotton Library",66056,1,,,
"Sabetha, Mary Cotton Library",66058,1,,,
"Sabetha, Mary Cotton Library",66062,1,,,
"Sabetha, Mary Cotton Library",66064,1,,,
"Sabetha, Mary Cotton Library",66066,1,,,
"Sabetha, Mary Cotton Library",66067,2,,,
"Sabetha, Mary Cotton Library",66072,1,,,
