Library,"Borrower zipcode","Checkouts + renewals"
"Atchison Public Library",0,104
"Atchison Public Library",64484,50
"Atchison Public Library",64506,27
"Atchison Public Library",66002,5550
"Atchison Public Library",66008,19
"Atchison Public Library",66016,55
"Atchison Public Library",66020,46
"Atchison Public Library",66023,30
"Atchison Public Library",66035,10
"Atchison Public Library",66041,115
"Atchison Public Library",66048,40
"Atchison Public Library",66052,2
"Atchison Public Library",66053,4
"Atchison Public Library",66058,6
"Atchison Public Library",66088,1
"Atchison Public Library",66097,27
"Atchison Public Library",66111,5
"Atchison Public Library",66205,7
"Atchison Public Library",66413,5
"Atchison Public Library",66424,69
"Atchison Public Library",66434,2
"Atchison Public Library",66439,11
"Atchison Public Library",66512,2
"Atchison Public Library",66536,10
"Atchison Public Library",66538,9
"Atchison Public Library",67212,3
"Atchison Public Library",-,12
"Baldwin City Public Library",0,84
"Baldwin City Public Library",-,1
"Baldwin City Public Library",66006,2355
"Baldwin City Public Library",66021,4
"Baldwin City Public Library",66025,103
"Baldwin City Public Library",66030,37
"Baldwin City Public Library",66046,9
"Baldwin City Public Library",66047,87
"Baldwin City Public Library",66049,9
"Baldwin City Public Library",66050,1
"Baldwin City Public Library",66062,1
"Baldwin City Public Library",66067,21
"Baldwin City Public Library",66076,8
"Baldwin City Public Library",66092,90
"Baldwin City Public Library",66434,1
"Baldwin City Public Library",66503,1
"Baldwin City Public Library",66524,17
"Basehor Community Library",0,258
"Basehor Community Library",-,3
"Basehor Community Library",66007,6034
"Basehor Community Library",66012,743
"Basehor Community Library",66016,1
"Basehor Community Library",66025,2
"Basehor Community Library",66041,2
"Basehor Community Library",66043,351
"Basehor Community Library",66044,49
"Basehor Community Library",66046,22
"Basehor Community Library",66047,5
"Basehor Community Library",66048,575
"Basehor Community Library",66049,2
"Basehor Community Library",66052,47
"Basehor Community Library",66054,34
"Basehor Community Library",66086,1066
"Basehor Community Library",66088,2
"Basehor Community Library",66102,30
"Basehor Community Library",66109,880
"Basehor Community Library",66111,18
"Basehor Community Library",66112,15
"Basehor Community Library",66212,9
"Basehor Community Library",66215,14
"Basehor Community Library",66218,28
"Basehor Community Library",66226,23
"Basehor Community Library",66227,13
"Bern Community Library",66408,166
"Bern Community Library",66534,7
"Bern Community Library",66538,1
"Bern Community Library",68337,2
"Bonner Springs City Library",0,409
"Bonner Springs City Library",66007,91
"Bonner Springs City Library",66012,3540
"Bonner Springs City Library",66018,15
"Bonner Springs City Library",66030,4
"Bonner Springs City Library",66032,2
"Bonner Springs City Library",66043,59
"Bonner Springs City Library",66044,4
"Bonner Springs City Library",66048,32
"Bonner Springs City Library",66049,3
"Bonner Springs City Library",66052,93
"Bonner Springs City Library",66053,7
"Bonner Springs City Library",66061,6
"Bonner Springs City Library",66062,21
"Bonner Springs City Library",66086,28
"Bonner Springs City Library",66101,4
"Bonner Springs City Library",66102,9
"Bonner Springs City Library",66104,2
"Bonner Springs City Library",66106,9
"Bonner Springs City Library",66109,721
"Bonner Springs City Library",66111,427
"Bonner Springs City Library",66113,306
"Bonner Springs City Library",66202,3
"Bonner Springs City Library",66212,2
"Bonner Springs City Library",66213,8
"Bonner Springs City Library",66215,10
"Bonner Springs City Library",66216,34
"Bonner Springs City Library",66218,217
"Bonner Springs City Library",66220,1
"Bonner Springs City Library",66226,160
"Bonner Springs City Library",66227,10
"Bonner Springs City Library",66441,1
"Bonner Springs City Library",66547,1
"Bonner Springs City Library",66604,1
"Bonner Springs City Library",66617,1
"Bonner Springs City Library",66733,5
"Bonner Springs City Library",66801,2
"Bonner Springs City Library",66839,2
"Bonner Springs City Library",66846,2
"Bonner Springs City Library",66901,1
"Bonner Springs City Library",66935,2
"Bonner Springs City Library",67002,1
"Bonner Springs City Library",67042,1
"Bonner Springs City Library",67062,2
"Bonner Springs City Library",67107,1
"Bonner Springs City Library",67110,1
"Bonner Springs City Library",67114,2
"Bonner Springs City Library",67124,2
"Bonner Springs City Library",67337,1
"Bonner Springs City Library",67401,1
"Bonner Springs City Library",67432,1
"Bonner Springs City Library",67550,2
"Bonner Springs City Library",67579,3
"Bonner Springs City Library",67601,2
"Bonner Springs City Library",67654,9
"Bonner Springs City Library",67701,1
"Bonner Springs City Library",67860,1
"Bonner Springs City Library",67880,1
"Bonner Springs City Library",-,27
"Burlingame Community Library",0,20
"Burlingame Community Library",66413,845
"Burlingame Community Library",66414,30
"Burlingame Community Library",66523,3
"Burlingame Community Library",66524,2
"Burlingame Community Library",66537,4
"Burlingame Community Library",66617,7
"Burlingame Community Library",66833,3
"Carbondale City Library",66409,9
"Carbondale City Library",66413,10
"Carbondale City Library",66414,508
"Carbondale City Library",66523,18
"Carbondale City Library",66524,4
"Carbondale City Library",66537,153
"Carbondale City Library",66546,40
"Carbondale City Library",66604,1
"Carbondale City Library",66605,4
"Carbondale City Library",66615,2
"Centralia Community Library",66415,211
"Centralia Community Library",66417,7
"Centralia Community Library",66521,2
"Centralia Community Library",66538,10
"Centralia Community Library",66544,15
"Corning City Library",66415,1
"Corning City Library",66417,20
"Doniphan County Library - Elwood",64505,1
"Doniphan County Library - Elwood",64507,2
"Doniphan County Library - Elwood",66002,3
"Doniphan County Library - Elwood",66024,27
"Doniphan County Library - Elwood",66035,10
"Doniphan County Library - Elwood",66087,17
"Doniphan County Library - Elwood",66090,12
"Doniphan County Library - Highland",0,5
"Doniphan County Library - Highland",66017,22
"Doniphan County Library - Highland",66035,295
"Doniphan County Library - Highland",66087,29
"Doniphan County Library - Highland",66094,1
"Doniphan County Library - Highland",66415,5
"Doniphan County Library - Highland",66532,4
"Doniphan County Library - Troy",0,5
"Doniphan County Library - Troy",64507,1
"Doniphan County Library - Troy",66002,8
"Doniphan County Library - Troy",66008,46
"Doniphan County Library - Troy",66017,16
"Doniphan County Library - Troy",66024,17
"Doniphan County Library - Troy",66035,43
"Doniphan County Library - Troy",66060,2
"Doniphan County Library - Troy",66087,490
"Doniphan County Library - Troy",66090,97
"Doniphan County Library - Troy",66094,7
"Doniphan County Library - Troy",66434,6
"Doniphan County Library - Wathena",66002,12
"Doniphan County Library - Wathena",66024,13
"Doniphan County Library - Wathena",66087,45
"Doniphan County Library - Wathena",66090,295
"Doniphan County Library - Wathena",66434,6
"Doniphan County Library - Wathena",66508,1
"Effingham Community Library",0,3
"Effingham Community Library",66023,225
"Effingham Community Library",66058,8
"Effingham Community Library",66088,5
"Effingham Community Library",66439,8
"Eudora Community Library",0,19
"Eudora Community Library",66018,74
"Eudora Community Library",66021,8
"Eudora Community Library",66025,1830
"Eudora Community Library",66044,125
"Eudora Community Library",66046,11
"Eudora Community Library",66047,17
"Eudora Community Library",66049,1
"Eudora Community Library",66052,36
"Eudora Community Library",66086,4
"Eudora Community Library",66106,8
"Eudora Community Library",66202,16
"Everest, Barnes Reading Room",66023,1
"Everest, Barnes Reading Room",66424,367
"Everest, Barnes Reading Room",66434,18
"Everest, Barnes Reading Room",66439,55
"Everest, Barnes Reading Room",66532,4
"Hiawatha, Morrill Public Library",0,8
"Hiawatha, Morrill Public Library",66002,13
"Hiawatha, Morrill Public Library",66032,2
"Hiawatha, Morrill Public Library",66035,4
"Hiawatha, Morrill Public Library",66049,1
"Hiawatha, Morrill Public Library",66053,10
"Hiawatha, Morrill Public Library",66087,60
"Hiawatha, Morrill Public Library",66094,55
"Hiawatha, Morrill Public Library",66415,7
"Hiawatha, Morrill Public Library",66423,1
"Hiawatha, Morrill Public Library",66424,25
"Hiawatha, Morrill Public Library",66425,20
"Hiawatha, Morrill Public Library",66434,2124
"Hiawatha, Morrill Public Library",66439,21
"Hiawatha, Morrill Public Library",66515,21
"Hiawatha, Morrill Public Library",66527,22
"Hiawatha, Morrill Public Library",66532,197
"Hiawatha, Morrill Public Library",66534,124
"Hiawatha, Morrill Public Library",66536,2
"Hiawatha, Morrill Public Library",66749,1
"Hiawatha, Morrill Public Library",66801,1
"Hiawatha, Morrill Public Library",66839,1
"Hiawatha, Morrill Public Library",67002,1
"Hiawatha, Morrill Public Library",67039,1
"Hiawatha, Morrill Public Library",67042,1
"Hiawatha, Morrill Public Library",67337,1
"Hiawatha, Morrill Public Library",67456,2
"Hiawatha, Morrill Public Library",-,4
"Hiawatha, Morrill Public Library",67601,3
"Hiawatha, Morrill Public Library",67665,1
"Hiawatha, Morrill Public Library",67672,1
"Hiawatha, Morrill Public Library",67835,1
"Hiawatha, Morrill Public Library",67860,3
"Hiawatha, Morrill Public Library",68376,9
"Highland Community College",0,55
"Highland Community College",64114,2
"Highland Community College",64506,2
"Highland Community College",66002,2
"Highland Community College",66006,1
"Highland Community College",66043,4
"Highland Community College",66062,1
"Highland Community College",66071,1
"Highland Community College",66090,1
"Highland Community College",66094,1
"Highland Community College",66104,2
"Highland Community College",66427,2
"Highland Community College",66434,2
"Highland Community College",66536,1
"Highland Community College",66614,3
"Highland Community College",-,43
"Holton, Beck-Bookman Library",0,9
"Holton, Beck-Bookman Library",66053,1
"Holton, Beck-Bookman Library",66058,2
"Holton, Beck-Bookman Library",66086,4
"Holton, Beck-Bookman Library",66088,11
"Holton, Beck-Bookman Library",66416,157
"Holton, Beck-Bookman Library",66418,7
"Holton, Beck-Bookman Library",66419,18
"Holton, Beck-Bookman Library",66432,8
"Holton, Beck-Bookman Library",66434,11
"Holton, Beck-Bookman Library",66436,1393
"Holton, Beck-Bookman Library",66440,198
"Holton, Beck-Bookman Library",66509,259
"Holton, Beck-Bookman Library",66516,53
"Holton, Beck-Bookman Library",66534,21
"Holton, Beck-Bookman Library",66540,85
"Holton, Beck-Bookman Library",66550,7
"Holton, Beck-Bookman Library",66552,48
"Holton, Beck-Bookman Library",66839,2
"Holton, Beck-Bookman Library",67449,1
"Holton, Beck-Bookman Library",67530,1
"Holton, Beck-Bookman Library",67579,2
"Horton Public Library",0,19
"Horton Public Library",66058,19
"Horton Public Library",66424,10
"Horton Public Library",66434,13
"Horton Public Library",66439,108
"Lansing Community Library",0,26
"Lansing Community Library",66007,3
"Lansing Community Library",66020,9
"Lansing Community Library",66027,6
"Lansing Community Library",66042,8
"Lansing Community Library",66043,1633
"Lansing Community Library",66048,728
"Lansing Community Library",66061,2
"Lansing Community Library",66088,1
"Lansing Community Library",66109,20
"Lansing Community Library",66210,6
"Lansing Community Library",66218,7
"Lansing Community Library",-,11
"Leavenworth Public Library",0,27
"Leavenworth Public Library",64098,1
"Leavenworth Public Library",64501,1
"Leavenworth Public Library",66002,34
"Leavenworth Public Library",66007,4
"Leavenworth Public Library",66020,227
"Leavenworth Public Library",66027,1313
"Leavenworth Public Library",66043,377
"Leavenworth Public Library",66044,33
"Leavenworth Public Library",66048,7914
"Leavenworth Public Library",66054,11
"Leavenworth Public Library",66061,4
"Leavenworth Public Library",66066,5
"Leavenworth Public Library",66086,37
"Leavenworth Public Library",66104,1
"Leavenworth Public Library",66106,1
"Leavenworth Public Library",66109,101
"Leavenworth Public Library",66210,11
"Leavenworth Public Library",66219,2
"Leavenworth Public Library",66502,3
"Leavenworth Public Library",66549,5
"Leavenworth Public Library",66604,2
"Leavenworth Public Library",66713,3
"Leavenworth Public Library",-,15
"Linwood Community Library",66012,65
"Linwood Community Library",66018,13
"Linwood Community Library",66025,21
"Linwood Community Library",66044,71
"Linwood Community Library",66046,22
"Linwood Community Library",66047,6
"Linwood Community Library",66049,14
"Linwood Community Library",66052,421
"Linwood Community Library",66062,1
"Linwood Community Library",66086,5
"Lyndon Carnegie Library",0,12
"Lyndon Carnegie Library",66012,4
"Lyndon Carnegie Library",66033,1
"Lyndon Carnegie Library",66076,5
"Lyndon Carnegie Library",66212,1
"Lyndon Carnegie Library",66414,55
"Lyndon Carnegie Library",66451,426
"Lyndon Carnegie Library",66510,20
"Lyndon Carnegie Library",66523,2
"Lyndon Carnegie Library",66528,29
"Lyndon Carnegie Library",66537,25
"Lyndon Carnegie Library",66543,146
"Lyndon Carnegie Library",66604,1
"Lyndon Carnegie Library",66856,1
"Lyndon Carnegie Library",66860,6
"McLouth Public Library",0,3
"McLouth Public Library",66048,3
"McLouth Public Library",66054,137
"McLouth Public Library",66066,6
"McLouth Public Library",66086,12
"Meriden-Ozawkie Public Library",0,60
"Meriden-Ozawkie Public Library",66060,8
"Meriden-Ozawkie Public Library",66066,1
"Meriden-Ozawkie Public Library",66070,184
"Meriden-Ozawkie Public Library",66073,27
"Meriden-Ozawkie Public Library",66088,209
"Meriden-Ozawkie Public Library",66097,1
"Meriden-Ozawkie Public Library",66429,12
"Meriden-Ozawkie Public Library",66436,5
"Meriden-Ozawkie Public Library",66440,286
"Meriden-Ozawkie Public Library",66509,8
"Meriden-Ozawkie Public Library",66510,10
"Meriden-Ozawkie Public Library",66512,1021
"Meriden-Ozawkie Public Library",66542,43
"Meriden-Ozawkie Public Library",66604,8
"Meriden-Ozawkie Public Library",66607,9
"Meriden-Ozawkie Public Library",66608,5
"Meriden-Ozawkie Public Library",66614,30
"Meriden-Ozawkie Public Library",66615,16
"Meriden-Ozawkie Public Library",66617,309
"Meriden-Ozawkie Public Library",66618,10
"Northeast Kansas Library System",0,10
"Northeast Kansas Library System",66044,13
"Northeast Kansas Library System",66049,7
"Nortonville Public Library",0,16
"Nortonville Public Library",64507,2
"Nortonville Public Library",66002,11
"Nortonville Public Library",66016,1
"Nortonville Public Library",66060,251
"Nortonville Public Library",66088,15
"Nortonville Public Library",66419,16
"Osage City Library",0,74
"Osage City Library",-,1
"Osage City Library",66076,3
"Osage City Library",66204,3
"Osage City Library",66402,36
"Osage City Library",66413,80
"Osage City Library",66451,36
"Osage City Library",66510,1
"Osage City Library",66523,1708
"Osage City Library",66537,17
"Osage City Library",66543,46
"Osage City Library",66614,10
"Osage City Library",66617,1
"Osage City Library",66830,6
"Osage City Library",66839,2
"Osage City Library",66856,5
"Osage City Library",66868,29
"Osawatomie Public Library",0,104
"Osawatomie Public Library",66014,1
"Osawatomie Public Library",66026,2
"Osawatomie Public Library",66040,20
"Osawatomie Public Library",66042,57
"Osawatomie Public Library",66049,1
"Osawatomie Public Library",66053,37
"Osawatomie Public Library",66064,900
"Osawatomie Public Library",66067,13
"Osawatomie Public Library",66071,118
"Osawatomie Public Library",66072,131
"Osawatomie Public Library",66079,10
"Osawatomie Public Library",66083,27
"Osawatomie Public Library",66086,2
