Library,"Borrower zipcode","Checkouts + renewals"
"Atchison Public Library",0,110
"Atchison Public Library",64440,1
"Atchison Public Library",64484,37
"Atchison Public Library",64506,10
"Atchison Public Library",-,29
"Atchison Public Library",66002,4263
"Atchison Public Library",66008,10
"Atchison Public Library",66016,110
"Atchison Public Library",66017,4
"Atchison Public Library",66020,39
"Atchison Public Library",66023,57
"Atchison Public Library",66035,14
"Atchison Public Library",66041,73
"Atchison Public Library",66048,3
"Atchison Public Library",66052,1
"Atchison Public Library",66053,10
"Atchison Public Library",66060,3
"Atchison Public Library",66066,5
"Atchison Public Library",66097,35
"Atchison Public Library",66111,1
"Atchison Public Library",66205,1
"Atchison Public Library",66424,53
"Atchison Public Library",66434,1
"Atchison Public Library",66439,4
"Atchison Public Library",66512,3
"Atchison Public Library",66527,5
"Atchison Public Library",66532,4
"Atchison Public Library",67212,1
"Baldwin City Public Library",0,81
"Baldwin City Public Library",66006,2272
"Baldwin City Public Library",66021,3
"Baldwin City Public Library",66025,39
"Baldwin City Public Library",66044,6
"Baldwin City Public Library",66046,12
"Baldwin City Public Library",66047,23
"Baldwin City Public Library",66067,20
"Baldwin City Public Library",66092,110
"Baldwin City Public Library",66524,37
"Basehor Community Library",0,219
"Basehor Community Library",-,3
"Basehor Community Library",66007,4788
"Basehor Community Library",66012,721
"Basehor Community Library",66018,1
"Basehor Community Library",66041,2
"Basehor Community Library",66043,210
"Basehor Community Library",66044,11
"Basehor Community Library",66046,23
"Basehor Community Library",66048,398
"Basehor Community Library",66049,4
"Basehor Community Library",66052,38
"Basehor Community Library",66054,39
"Basehor Community Library",66086,913
"Basehor Community Library",66102,24
"Basehor Community Library",66109,881
"Basehor Community Library",66111,3
"Basehor Community Library",66112,11
"Basehor Community Library",66113,5
"Basehor Community Library",66215,10
"Basehor Community Library",66218,46
"Basehor Community Library",66226,11
"Basehor Community Library",66227,9
"Bern Community Library",66408,145
"Bern Community Library",66534,1
"Bern Community Library",68376,2
"Bonner Springs City Library",0,306
"Bonner Springs City Library",66002,4
"Bonner Springs City Library",66007,69
"Bonner Springs City Library",66012,2892
"Bonner Springs City Library",66018,2
"Bonner Springs City Library",66040,1
"Bonner Springs City Library",66043,83
"Bonner Springs City Library",66048,93
"Bonner Springs City Library",66050,1
"Bonner Springs City Library",66052,111
"Bonner Springs City Library",66053,3
"Bonner Springs City Library",66061,1
"Bonner Springs City Library",66062,32
"Bonner Springs City Library",66066,2
"Bonner Springs City Library",66073,2
"Bonner Springs City Library",66086,63
"Bonner Springs City Library",66102,17
"Bonner Springs City Library",66104,3
"Bonner Springs City Library",66106,1
"Bonner Springs City Library",66109,597
"Bonner Springs City Library",66111,394
"Bonner Springs City Library",66112,1
"Bonner Springs City Library",66113,135
"Bonner Springs City Library",66202,2
"Bonner Springs City Library",66203,28
"Bonner Springs City Library",66212,1
"Bonner Springs City Library",66213,7
"Bonner Springs City Library",66215,3
"Bonner Springs City Library",66216,28
"Bonner Springs City Library",66218,311
"Bonner Springs City Library",66220,1
"Bonner Springs City Library",66226,162
"Bonner Springs City Library",66227,29
"Bonner Springs City Library",66401,2
"Bonner Springs City Library",66441,1
"Bonner Springs City Library",66502,4
"Bonner Springs City Library",66508,1
"Bonner Springs City Library",66536,2
"Bonner Springs City Library",66547,5
"Bonner Springs City Library",66713,1
"Bonner Springs City Library",66801,3
"Bonner Springs City Library",66839,1
"Bonner Springs City Library",66846,2
"Bonner Springs City Library",66935,1
"Bonner Springs City Library",66945,1
"Bonner Springs City Library",67002,1
"Bonner Springs City Library",67010,1
"Bonner Springs City Library",67037,1
"Bonner Springs City Library",67062,1
"Bonner Springs City Library",67107,1
"Bonner Springs City Library",67110,2
"Bonner Springs City Library",67114,1
"Bonner Springs City Library",67152,1
"Bonner Springs City Library",67154,1
"Bonner Springs City Library",67301,1
"Bonner Springs City Library",67410,4
"Bonner Springs City Library",67449,2
"Bonner Springs City Library",67579,1
"Bonner Springs City Library",67601,1
"Bonner Springs City Library",67654,3
"Bonner Springs City Library",67701,1
"Bonner Springs City Library",67735,3
"Bonner Springs City Library",67839,1
"Bonner Springs City Library",67865,1
"Bonner Springs City Library",-,17
"Burlingame Community Library",0,15
"Burlingame Community Library",66413,636
"Burlingame Community Library",66414,14
"Burlingame Community Library",66431,1
"Burlingame Community Library",66523,3
"Burlingame Community Library",66537,12
"Burlingame Community Library",66617,2
"Burlingame Community Library",66833,2
"Carbondale City Library",-,2
"Carbondale City Library",66402,1
"Carbondale City Library",66409,6
"Carbondale City Library",66413,15
"Carbondale City Library",66414,383
"Carbondale City Library",66523,33
"Carbondale City Library",66524,8
"Carbondale City Library",66537,178
"Carbondale City Library",66543,2
"Carbondale City Library",66546,35
"Carbondale City Library",66619,19
"Centralia Community Library",66415,210
"Centralia Community Library",66538,9
"Centralia Community Library",66544,6
"Corning City Library",66417,14
"Doniphan County Library - Elwood",64501,4
"Doniphan County Library - Elwood",66024,86
"Doniphan County Library - Elwood",66035,10
"Doniphan County Library - Elwood",66087,6
"Doniphan County Library - Elwood",66090,20
"Doniphan County Library - Highland",0,7
"Doniphan County Library - Highland",66017,14
"Doniphan County Library - Highland",66035,423
"Doniphan County Library - Highland",66087,44
"Doniphan County Library - Highland",66094,4
"Doniphan County Library - Highland",66434,1
"Doniphan County Library - Troy",,16
"Doniphan County Library - Troy",0,2
"Doniphan County Library - Troy",64485,12
"Doniphan County Library - Troy",66007,2
"Doniphan County Library - Troy",66008,53
"Doniphan County Library - Troy",66017,9
"Doniphan County Library - Troy",66024,26
"Doniphan County Library - Troy",66035,76
"Doniphan County Library - Troy",66087,669
"Doniphan County Library - Troy",66090,84
"Doniphan County Library - Troy",66111,1
"Doniphan County Library - Wathena",66008,1
"Doniphan County Library - Wathena",66024,2
