Library,"Borrower zipcode","Checkouts + renewals"
"Atchison Public Library",,2
"Atchison Public Library",0,125
"Atchison Public Library",64484,65
"Atchison Public Library",64506,37
"Atchison Public Library",-,7
"Atchison Public Library",66002,5782
"Atchison Public Library",66008,27
"Atchison Public Library",66016,68
"Atchison Public Library",66017,2
"Atchison Public Library",66020,39
"Atchison Public Library",66023,16
"Atchison Public Library",66035,7
"Atchison Public Library",66041,130
"Atchison Public Library",66048,56
"Atchison Public Library",66049,1
"Atchison Public Library",66052,2
"Atchison Public Library",66053,4
"Atchison Public Library",66058,17
"Atchison Public Library",66060,10
"Atchison Public Library",66066,3
"Atchison Public Library",66088,21
"Atchison Public Library",66097,31
"Atchison Public Library",66111,15
"Atchison Public Library",66113,1
"Atchison Public Library",66205,11
"Atchison Public Library",66424,40
"Atchison Public Library",66439,1
"Atchison Public Library",66512,1
"Atchison Public Library",66532,12
"Atchison Public Library",67212,2
"Baldwin City Public Library",0,149
"Baldwin City Public Library",66006,2694
"Baldwin City Public Library",66021,3
"Baldwin City Public Library",66025,122
"Baldwin City Public Library",66030,42
"Baldwin City Public Library",66044,3
"Baldwin City Public Library",66046,1
"Baldwin City Public Library",66047,46
"Baldwin City Public Library",66049,23
"Baldwin City Public Library",66050,8
"Baldwin City Public Library",66067,44
"Baldwin City Public Library",66071,2
"Baldwin City Public Library",66076,23
"Baldwin City Public Library",66092,109
"Baldwin City Public Library",66212,3
"Baldwin City Public Library",66214,1
"Baldwin City Public Library",66503,1
"Baldwin City Public Library",66524,10
"Baldwin City Public Library",66856,1
"Basehor Community Library",0,336
"Basehor Community Library",-,13
"Basehor Community Library",64506,12
"Basehor Community Library",66002,6
"Basehor Community Library",66007,7149
"Basehor Community Library",66012,682
"Basehor Community Library",66027,54
"Basehor Community Library",66043,264
"Basehor Community Library",66044,27
"Basehor Community Library",66046,10
"Basehor Community Library",66047,21
"Basehor Community Library",66048,642
"Basehor Community Library",66049,3
"Basehor Community Library",66052,98
"Basehor Community Library",66054,49
"Basehor Community Library",66062,1
"Basehor Community Library",66086,1151
"Basehor Community Library",66102,14
"Basehor Community Library",66109,1257
"Basehor Community Library",66112,14
"Basehor Community Library",66212,8
"Basehor Community Library",66215,11
"Basehor Community Library",66216,10
"Basehor Community Library",66218,80
"Basehor Community Library",66226,36
"Basehor Community Library",66227,12
"Bern Community Library",66408,197
"Bern Community Library",66534,33
"Bern Community Library",66538,7
"Bern Community Library",68337,1
"Bern Community Library",-,1
"Bonner Springs City Library",0,393
"Bonner Springs City Library",66007,86
"Bonner Springs City Library",66012,3468
"Bonner Springs City Library",66018,3
"Bonner Springs City Library",66030,20
"Bonner Springs City Library",66043,74
"Bonner Springs City Library",66048,61
"Bonner Springs City Library",66052,135
"Bonner Springs City Library",66053,7
"Bonner Springs City Library",66061,5
"Bonner Springs City Library",66062,23
"Bonner Springs City Library",66086,51
"Bonner Springs City Library",66102,18
"Bonner Springs City Library",66104,2
"Bonner Springs City Library",66109,825
"Bonner Springs City Library",66111,490
"Bonner Springs City Library",66112,5
"Bonner Springs City Library",66113,295
"Bonner Springs City Library",66202,1
"Bonner Springs City Library",66204,7
"Bonner Springs City Library",66212,1
"Bonner Springs City Library",66213,22
"Bonner Springs City Library",66215,12
"Bonner Springs City Library",66216,20
"Bonner Springs City Library",66218,201
"Bonner Springs City Library",66219,5
"Bonner Springs City Library",66226,221
"Bonner Springs City Library",66227,13
"Bonner Springs City Library",66401,1
"Bonner Springs City Library",66411,2
"Bonner Springs City Library",66441,1
"Bonner Springs City Library",66451,1
"Bonner Springs City Library",66502,1
"Bonner Springs City Library",66547,2
"Bonner Springs City Library",66617,1
"Bonner Springs City Library",66701,1
"Bonner Springs City Library",66733,1
"Bonner Springs City Library",66736,1
"Bonner Springs City Library",66762,1
"Bonner Springs City Library",66801,1
"Bonner Springs City Library",66846,2
"Bonner Springs City Library",66901,2
"Bonner Springs City Library",67037,1
"Bonner Springs City Library",67042,1
"Bonner Springs City Library",67062,1
"Bonner Springs City Library",67110,3
"Bonner Springs City Library",67114,1
"Bonner Springs City Library",67156,1
"Bonner Springs City Library",67301,2
"Bonner Springs City Library",67357,1
"Bonner Springs City Library",67410,2
"Bonner Springs City Library",67449,1
"Bonner Springs City Library",67550,1
"Bonner Springs City Library",67579,2
"Bonner Springs City Library",67601,2
"Bonner Springs City Library",67654,4
"Bonner Springs City Library",67663,1
"Bonner Springs City Library",67735,1
"Bonner Springs City Library",67749,1
"Bonner Springs City Library",67756,1
"Bonner Springs City Library",67855,1
"Bonner Springs City Library",67860,1
"Bonner Springs City Library",-,44
"Burlingame Community Library",0,59
"Burlingame Community Library",66413,824
"Burlingame Community Library",66414,17
"Burlingame Community Library",66431,1
"Burlingame Community Library",66523,2
"Burlingame Community Library",66537,5
"Burlingame Community Library",66605,3
"Burlingame Community Library",66833,7
"Carbondale City Library",66002,6
"Carbondale City Library",66409,7
"Carbondale City Library",66414,523
"Carbondale City Library",66523,25
"Carbondale City Library",66524,8
"Carbondale City Library",66537,196
"Carbondale City Library",66546,45
"Carbondale City Library",66604,2
"Carbondale City Library",66605,4
"Carbondale City Library",66615,3
"Carbondale City Library",-,4
"Centralia Community Library",66060,2
"Centralia Community Library",66415,243
"Centralia Community Library",66417,2
"Centralia Community Library",66538,15
"Centralia Community Library",66544,11
"Corning City Library",66417,20
"Doniphan County Library - Elwood",0,2
"Doniphan County Library - Elwood",64505,10
"Doniphan County Library - Elwood",66002,1
"Doniphan County Library - Elwood",66008,1
"Doniphan County Library - Elwood",66024,104
"Doniphan County Library - Elwood",66035,4
"Doniphan County Library - Elwood",66087,25
"Doniphan County Library - Elwood",66090,22
"Doniphan County Library - Highland",0,2
"Doniphan County Library - Highland",66008,4
"Doniphan County Library - Highland",66017,16
"Doniphan County Library - Highland",66035,403
"Doniphan County Library - Highland",66087,52
"Doniphan County Library - Highland",66094,3
"Doniphan County Library - Highland",66434,1
"Doniphan County Library - Highland",66532,14
"Doniphan County Library - Troy",0,3
"Doniphan County Library - Troy",64485,4
"Doniphan County Library - Troy",66002,25
"Doniphan County Library - Troy",66008,80
"Doniphan County Library - Troy",66017,36
"Doniphan County Library - Troy",66024,1
"Doniphan County Library - Troy",66035,28
"Doniphan County Library - Troy",66041,6
"Doniphan County Library - Troy",66060,7
"Doniphan County Library - Troy",66087,685
"Doniphan County Library - Troy",66090,125
"Doniphan County Library - Troy",66094,7
"Doniphan County Library - Troy",66408,5
"Doniphan County Library - Troy",66434,10
"Doniphan County Library - Wathena",66002,1
"Doniphan County Library - Wathena",66024,5
"Doniphan County Library - Wathena",66087,15
"Doniphan County Library - Wathena",66090,413
"Doniphan County Library - Wathena",66502,1
"Effingham Community Library",0,14
"Effingham Community Library",66023,222
"Effingham Community Library",66041,5
"Effingham Community Library",66058,8
"Effingham Community Library",66088,4
"Effingham Community Library",66439,3
"Eudora Community Library",0,82
"Eudora Community Library",66018,58
"Eudora Community Library",66021,7
"Eudora Community Library",66025,2299
"Eudora Community Library",66044,90
"Eudora Community Library",66046,31
"Eudora Community Library",66047,28
"Eudora Community Library",66049,4
"Eudora Community Library",66052,37
"Eudora Community Library",66061,2
"Eudora Community Library",66062,14
"Eudora Community Library",66086,11
"Eudora Community Library",66106,14
"Everest, Barnes Reading Room",66424,398
"Everest, Barnes Reading Room",66434,8
"Everest, Barnes Reading Room",66439,28
"Hiawatha, Morrill Public Library",0,11
"Hiawatha, Morrill Public Library",66008,15
"Hiawatha, Morrill Public Library",66035,28
"Hiawatha, Morrill Public Library",66040,1
"Hiawatha, Morrill Public Library",66053,7
"Hiawatha, Morrill Public Library",66058,1
"Hiawatha, Morrill Public Library",66087,132
"Hiawatha, Morrill Public Library",66094,38
"Hiawatha, Morrill Public Library",66424,54
"Hiawatha, Morrill Public Library",66425,28
"Hiawatha, Morrill Public Library",66434,2455
"Hiawatha, Morrill Public Library",66439,61
"Hiawatha, Morrill Public Library",66502,1
"Hiawatha, Morrill Public Library",66515,38
"Hiawatha, Morrill Public Library",66527,53
"Hiawatha, Morrill Public Library",66532,219
"Hiawatha, Morrill Public Library",66534,103
"Hiawatha, Morrill Public Library",66547,2
"Hiawatha, Morrill Public Library",66720,1
"Hiawatha, Morrill Public Library",66749,2
"Hiawatha, Morrill Public Library",66801,1
"Hiawatha, Morrill Public Library",66839,1
"Hiawatha, Morrill Public Library",66901,1
"Hiawatha, Morrill Public Library",67010,1
"Hiawatha, Morrill Public Library",67042,1
"Hiawatha, Morrill Public Library",67401,1
"Hiawatha, Morrill Public Library",67410,1
"Hiawatha, Morrill Public Library",67432,1
"Hiawatha, Morrill Public Library",67501,1
"Hiawatha, Morrill Public Library",-,22
"Hiawatha, Morrill Public Library",67601,6
"Hiawatha, Morrill Public Library",67654,1
"Hiawatha, Morrill Public Library",67663,2
"Hiawatha, Morrill Public Library",67701,2
"Hiawatha, Morrill Public Library",67735,2
"Hiawatha, Morrill Public Library",67748,1
"Hiawatha, Morrill Public Library",67839,1
"Hiawatha, Morrill Public Library",67860,2
"Hiawatha, Morrill Public Library",68376,2
"Highland Community College",0,46
"Highland Community College",66017,2
"Highland Community College",66035,6
"Highland Community College",66041,1
"Highland Community College",66070,1
"Highland Community College",66090,1
"Highland Community College",66104,2
"Highland Community College",66434,1
"Highland Community College",66512,1
"Highland Community College",66604,1
"Highland Community College",66614,2
"Highland Community College",-,13
"Holton, Beck-Bookman Library",0,5
"Holton, Beck-Bookman Library",66035,1
"Holton, Beck-Bookman Library",66053,4
"Holton, Beck-Bookman Library",66054,1
"Holton, Beck-Bookman Library",66058,3
"Holton, Beck-Bookman Library",66088,3
"Holton, Beck-Bookman Library",66416,76
"Holton, Beck-Bookman Library",66418,20
"Holton, Beck-Bookman Library",66419,50
"Holton, Beck-Bookman Library",66423,1
"Holton, Beck-Bookman Library",66432,13
"Holton, Beck-Bookman Library",66434,7
"Holton, Beck-Bookman Library",66436,1601
"Holton, Beck-Bookman Library",66439,3
"Holton, Beck-Bookman Library",66440,86
"Holton, Beck-Bookman Library",66509,375
"Holton, Beck-Bookman Library",66516,44
"Holton, Beck-Bookman Library",66534,7
"Holton, Beck-Bookman Library",66536,1
"Holton, Beck-Bookman Library",66540,111
"Holton, Beck-Bookman Library",66550,28
"Holton, Beck-Bookman Library",66552,44
"Holton, Beck-Bookman Library",66608,1
"Holton, Beck-Bookman Library",66618,1
"Holton, Beck-Bookman Library",66720,2
"Holton, Beck-Bookman Library",66801,4
"Holton, Beck-Bookman Library",67010,1
"Holton, Beck-Bookman Library",67062,2
"Holton, Beck-Bookman Library",67124,1
"Holton, Beck-Bookman Library",67432,1
"Holton, Beck-Bookman Library",67550,2
"Holton, Beck-Bookman Library",67601,1
"Holton, Beck-Bookman Library",67663,1
"Holton, Beck-Bookman Library",67665,2
"Holton, Beck-Bookman Library",-,8
"Horton Public Library",0,19
"Horton Public Library",66041,1
"Horton Public Library",66049,2
"Horton Public Library",66058,7
"Horton Public Library",66424,16
"Horton Public Library",66434,30
"Horton Public Library",66439,148
"Lansing Community Library",0,5
"Lansing Community Library",66007,9
"Lansing Community Library",66020,8
"Lansing Community Library",66027,9
"Lansing Community Library",66041,1
"Lansing Community Library",66042,9
"Lansing Community Library",66043,2075
"Lansing Community Library",66048,932
"Lansing Community Library",66061,4
"Lansing Community Library",66086,1
"Lansing Community Library",66109,23
"Lansing Community Library",66210,4
"Lansing Community Library",-,2
"Leavenworth Public Library",0,44
"Leavenworth Public Library",64098,2
"Leavenworth Public Library",64152,23
"Leavenworth Public Library",66002,40
"Leavenworth Public Library",66007,20
"Leavenworth Public Library",66012,3
"Leavenworth Public Library",66020,318
"Leavenworth Public Library",66027,1418
"Leavenworth Public Library",66030,19
"Leavenworth Public Library",66043,808
"Leavenworth Public Library",66044,17
"Leavenworth Public Library",66048,8652
"Leavenworth Public Library",66054,17
"Leavenworth Public Library",66061,16
"Leavenworth Public Library",66066,3
"Leavenworth Public Library",66086,51
"Leavenworth Public Library",66088,2
"Leavenworth Public Library",66109,66
"Leavenworth Public Library",66203,1
"Leavenworth Public Library",66210,13
"Leavenworth Public Library",66219,2
"Leavenworth Public Library",66439,18
"Leavenworth Public Library",66502,1
"Leavenworth Public Library",66533,3
"Leavenworth Public Library",66549,3
"Leavenworth Public Library",66604,4
"Leavenworth Public Library",-,22
"Linwood Community Library",66012,120
"Linwood Community Library",66018,30
"Linwood Community Library",66025,9
"Linwood Community Library",66044,71
"Linwood Community Library",66046,14
"Linwood Community Library",66047,8
"Linwood Community Library",66049,13
"Linwood Community Library",66052,444
"Linwood Community Library",66086,4
"Lyndon Carnegie Library",0,13
"Lyndon Carnegie Library",66025,2
"Lyndon Carnegie Library",66033,1
"Lyndon Carnegie Library",66076,13
"Lyndon Carnegie Library",66212,2
"Lyndon Carnegie Library",66413,6
"Lyndon Carnegie Library",66414,62
"Lyndon Carnegie Library",66451,507
"Lyndon Carnegie Library",66510,16
"Lyndon Carnegie Library",66523,18
"Lyndon Carnegie Library",66528,30
"Lyndon Carnegie Library",66537,42
"Lyndon Carnegie Library",66543,110
"Lyndon Carnegie Library",66614,3
"Lyndon Carnegie Library",66860,6
"Lyndon Carnegie Library",67401,3
"McLouth Public Library",66054,163
"McLouth Public Library",66086,6
"Meriden-Ozawkie Public Library",0,31
"Meriden-Ozawkie Public Library",66060,3
"Meriden-Ozawkie Public Library",66066,3
"Meriden-Ozawkie Public Library",66070,293
"Meriden-Ozawkie Public Library",66073,28
"Meriden-Ozawkie Public Library",66086,2
"Meriden-Ozawkie Public Library",66088,156
"Meriden-Ozawkie Public Library",66429,13
"Meriden-Ozawkie Public Library",66436,36
"Meriden-Ozawkie Public Library",66440,8
"Meriden-Ozawkie Public Library",66510,21
"Meriden-Ozawkie Public Library",66512,1155
"Meriden-Ozawkie Public Library",66542,44
