Library,"Borrower zipcode","Checkouts + renewals"
"Atchison Public Library",,7
"Atchison Public Library",0,129
"Atchison Public Library",64440,3
"Atchison Public Library",64484,31
"Atchison Public Library",64506,23
"Atchison Public Library",66002,5137
"Atchison Public Library",66008,32
"Atchison Public Library",66016,53
"Atchison Public Library",66020,73
"Atchison Public Library",66023,23
"Atchison Public Library",66035,10
"Atchison Public Library",66041,88
"Atchison Public Library",66048,21
"Atchison Public Library",66052,3
"Atchison Public Library",66053,1
"Atchison Public Library",66060,3
"Atchison Public Library",66087,2
"Atchison Public Library",66097,24
"Atchison Public Library",66111,9
"Atchison Public Library",66202,1
"Atchison Public Library",66205,10
"Atchison Public Library",66215,1
"Atchison Public Library",66413,3
"Atchison Public Library",66424,37
"Atchison Public Library",66436,1
"Atchison Public Library",66439,23
"Atchison Public Library",66512,2
"Atchison Public Library",66538,3
"Atchison Public Library",66607,26
"Atchison Public Library",67212,1
"Atchison Public Library",-,22
"Baldwin City Public Library",0,82
"Baldwin City Public Library",66006,2401
"Baldwin City Public Library",66007,10
"Baldwin City Public Library",66025,92
"Baldwin City Public Library",66030,9
"Baldwin City Public Library",66044,20
"Baldwin City Public Library",66046,11
"Baldwin City Public Library",66047,10
"Baldwin City Public Library",66049,13
"Baldwin City Public Library",66067,21
"Baldwin City Public Library",66092,155
"Baldwin City Public Library",66214,13
"Baldwin City Public Library",66503,5
"Baldwin City Public Library",66524,28
"Basehor Community Library",0,368
"Basehor Community Library",-,3
"Basehor Community Library",64506,3
"Basehor Community Library",66002,4
"Basehor Community Library",66007,5839
"Basehor Community Library",66012,789
"Basehor Community Library",66016,2
"Basehor Community Library",66020,2
"Basehor Community Library",66025,1
"Basehor Community Library",66032,2
"Basehor Community Library",66043,297
"Basehor Community Library",66044,42
"Basehor Community Library",66046,14
"Basehor Community Library",66047,11
"Basehor Community Library",66048,535
"Basehor Community Library",66049,1
"Basehor Community Library",66052,28
"Basehor Community Library",66053,2
"Basehor Community Library",66054,21
"Basehor Community Library",66062,2
"Basehor Community Library",66067,4
"Basehor Community Library",66086,953
"Basehor Community Library",66088,2
"Basehor Community Library",66102,23
"Basehor Community Library",66109,794
"Basehor Community Library",66111,37
"Basehor Community Library",66112,10
"Basehor Community Library",66212,9
"Basehor Community Library",66215,11
"Basehor Community Library",66218,32
"Basehor Community Library",66227,6
"Bern Community Library",66403,3
"Bern Community Library",66408,176
"Bern Community Library",66534,19
"Bern Community Library",68337,1
"Bonner Springs City Library",0,401
"Bonner Springs City Library",66007,63
"Bonner Springs City Library",66012,3356
"Bonner Springs City Library",66018,1
"Bonner Springs City Library",66043,75
"Bonner Springs City Library",66048,78
"Bonner Springs City Library",66049,5
"Bonner Springs City Library",66052,146
