Library,"Borrower zipcode","Checkouts + renewals"
"Atchison Public Library",,5
"Atchison Public Library",0,50
"Atchison Public Library",64484,15
"Atchison Public Library",64506,17
"Atchison Public Library",66002,4668
"Atchison Public Library",66008,39
"Atchison Public Library",66016,76
"Atchison Public Library",66020,28
"Atchison Public Library",66023,40
"Atchison Public Library",66035,5
"Atchison Public Library",66041,58
"Atchison Public Library",66048,14
"Atchison Public Library",66058,6
"Atchison Public Library",66060,2
"Atchison Public Library",66066,8
"Atchison Public Library",66097,20
"Atchison Public Library",66111,5
"Atchison Public Library",66205,5
"Atchison Public Library",66424,15
"Atchison Public Library",66439,12
"Atchison Public Library",66512,1
"Atchison Public Library",66521,1
"Atchison Public Library",-,25
"Baldwin City Public Library",0,51
"Baldwin City Public Library",64133,1
"Baldwin City Public Library",-,6
"Baldwin City Public Library",66006,2258
"Baldwin City Public Library",66012,22
"Baldwin City Public Library",66021,1
"Baldwin City Public Library",66025,81
"Baldwin City Public Library",66030,20
"Baldwin City Public Library",66044,48
"Baldwin City Public Library",66046,14
"Baldwin City Public Library",66047,143
"Baldwin City Public Library",66049,5
"Baldwin City Public Library",66050,1
"Baldwin City Public Library",66067,28
"Baldwin City Public Library",66092,141
"Baldwin City Public Library",66413,1
"Baldwin City Public Library",66434,1
"Baldwin City Public Library",66503,1
"Baldwin City Public Library",66524,23
"Basehor Community Library",0,212
"Basehor Community Library",66002,4
"Basehor Community Library",66007,5391
"Basehor Community Library",66012,567
"Basehor Community Library",66043,240
"Basehor Community Library",66044,28
"Basehor Community Library",66046,14
"Basehor Community Library",66047,1
"Basehor Community Library",66048,500
"Basehor Community Library",66052,30
"Basehor Community Library",66054,29
"Basehor Community Library",66066,1
"Basehor Community Library",66086,1041
"Basehor Community Library",66102,4
"Basehor Community Library",66106,1
"Basehor Community Library",66109,794
"Basehor Community Library",66112,10
"Basehor Community Library",66203,33
"Basehor Community Library",66216,4
"Basehor Community Library",66218,21
"Basehor Community Library",66226,12
"Basehor Community Library",66227,9
"Basehor Community Library",-,13
"Bern Community Library",0,8
"Bern Community Library",66408,104
"Bern Community Library",66534,11
"Bonner Springs City Library",0,333
"Bonner Springs City Library",66007,112
"Bonner Springs City Library",66012,3171
"Bonner Springs City Library",66018,6
"Bonner Springs City Library",66030,3
"Bonner Springs City Library",66032,1
"Bonner Springs City Library",66043,87
"Bonner Springs City Library",66044,10
"Bonner Springs City Library",66048,28
"Bonner Springs City Library",66049,7
"Bonner Springs City Library",66052,89
"Bonner Springs City Library",66053,7
"Bonner Springs City Library",66056,1
"Bonner Springs City Library",66061,1
"Bonner Springs City Library",66066,1
"Bonner Springs City Library",66067,1
"Bonner Springs City Library",66075,1
"Bonner Springs City Library",66086,42
"Bonner Springs City Library",66102,4
"Bonner Springs City Library",66109,715
"Bonner Springs City Library",66111,524
"Bonner Springs City Library",66112,28
"Bonner Springs City Library",66113,79
"Bonner Springs City Library",66202,3
"Bonner Springs City Library",66212,3
"Bonner Springs City Library",66213,4
"Bonner Springs City Library",66215,4
"Bonner Springs City Library",66216,46
"Bonner Springs City Library",66218,233
"Bonner Springs City Library",66226,209
"Bonner Springs City Library",66227,15
"Bonner Springs City Library",66440,1
"Bonner Springs City Library",66441,2
"Bonner Springs City Library",66502,2
"Bonner Springs City Library",66508,2
"Bonner Springs City Library",66521,1
"Bonner Springs City Library",66536,3
"Bonner Springs City Library",66547,2
"Bonner Springs City Library",66701,1
"Bonner Springs City Library",66839,1
"Bonner Springs City Library",66852,1
"Bonner Springs City Library",66935,2
"Bonner Springs City Library",67005,1
"Bonner Springs City Library",67037,1
"Bonner Springs City Library",67042,1
"Bonner Springs City Library",67110,1
"Bonner Springs City Library",67152,1
"Bonner Springs City Library",67154,1
"Bonner Springs City Library",67156,1
"Bonner Springs City Library",67337,2
"Bonner Springs City Library",67410,3
"Bonner Springs City Library",67432,1
"Bonner Springs City Library",67504,1
"Bonner Springs City Library",67558,1
"Bonner Springs City Library",-,11
"Bonner Springs City Library",67579,1
"Bonner Springs City Library",67601,1
"Bonner Springs City Library",67654,4
"Bonner Springs City Library",67663,1
"Bonner Springs City Library",67735,1
"Bonner Springs City Library",67748,1
"Bonner Springs City Library",67846,2
"Bonner Springs City Library",67855,2
"Bonner Springs City Library",67950,1
"Burlingame Community Library",0,10
"Burlingame Community Library",66413,729
"Burlingame Community Library",66414,12
"Burlingame Community Library",66431,5
"Burlingame Community Library",66523,1
"Burlingame Community Library",66537,4
"Burlingame Community Library",66833,3
"Carbondale City Library",66409,4
"Carbondale City Library",66413,4
"Carbondale City Library",66414,483
"Carbondale City Library",66451,5
"Carbondale City Library",66523,32
"Carbondale City Library",66524,8
"Carbondale City Library",66537,96
"Carbondale City Library",66543,3
"Carbondale City Library",66546,34
"Carbondale City Library",66616,2
"Centralia Community Library",66415,264
"Centralia Community Library",66538,6
"Centralia Community Library",66544,9
"Corning City Library",0,6
"Corning City Library",66417,19
"Corning City Library",66428,5
"Corning City Library",66540,2
"Digital Content",66002,3
"Doniphan County Library - Elwood",64507,1
"Doniphan County Library - Elwood",66024,59
"Doniphan County Library - Elwood",66035,16
"Doniphan County Library - Elwood",66087,20
"Doniphan County Library - Elwood",66090,2
"Doniphan County Library - Highland",0,7
"Doniphan County Library - Highland",66002,6
"Doniphan County Library - Highland",66008,1
"Doniphan County Library - Highland",66017,17
"Doniphan County Library - Highland",66024,1
"Doniphan County Library - Highland",66035,327
"Doniphan County Library - Highland",66087,23
"Doniphan County Library - Highland",66094,5
"Doniphan County Library - Highland",66434,12
"Doniphan County Library - Highland",66532,1
"Doniphan County Library - Highland",66550,1
"Doniphan County Library - Troy",64485,13
"Doniphan County Library - Troy",64501,5
"Doniphan County Library - Troy",66002,17
"Doniphan County Library - Troy",66008,41
"Doniphan County Library - Troy",66017,24
"Doniphan County Library - Troy",66024,2
"Doniphan County Library - Troy",66035,38
"Doniphan County Library - Troy",66087,504
"Doniphan County Library - Troy",66090,55
"Doniphan County Library - Troy",66111,1
"Doniphan County Library - Wathena",66087,10
"Doniphan County Library - Wathena",66090,330
"Effingham Community Library",0,9
"Effingham Community Library",66002,6
"Effingham Community Library",66023,190
"Effingham Community Library",66041,5
"Effingham Community Library",66060,1
"Effingham Community Library",66111,2
"Effingham Community Library",66424,2
"Eudora Community Library",0,19
"Eudora Community Library",66002,18
"Eudora Community Library",66018,19
"Eudora Community Library",66021,2
"Eudora Community Library",66025,1818
"Eudora Community Library",66044,70
"Eudora Community Library",66046,26
"Eudora Community Library",66047,123
"Eudora Community Library",66049,1
"Eudora Community Library",66052,6
"Eudora Community Library",66106,5
"Eudora Community Library",66212,11
"Eudora Community Library",66226,1
"Everest, Barnes Reading Room",66002,3
"Everest, Barnes Reading Room",66424,186
"Everest, Barnes Reading Room",66439,9
"Hiawatha, Morrill Public Library",0,25
"Hiawatha, Morrill Public Library",66002,2
"Hiawatha, Morrill Public Library",66008,8
"Hiawatha, Morrill Public Library",66032,2
"Hiawatha, Morrill Public Library",66035,8
"Hiawatha, Morrill Public Library",66041,12
"Hiawatha, Morrill Public Library",66058,2
"Hiawatha, Morrill Public Library",66087,58
"Hiawatha, Morrill Public Library",66094,7
"Hiawatha, Morrill Public Library",66424,14
"Hiawatha, Morrill Public Library",66425,32
"Hiawatha, Morrill Public Library",66434,2067
"Hiawatha, Morrill Public Library",66439,26
"Hiawatha, Morrill Public Library",66515,13
"Hiawatha, Morrill Public Library",66527,32
"Hiawatha, Morrill Public Library",66532,95
"Hiawatha, Morrill Public Library",66534,130
"Hiawatha, Morrill Public Library",66547,2
"Hiawatha, Morrill Public Library",67114,1
"Hiawatha, Morrill Public Library",67410,1
"Hiawatha, Morrill Public Library",-,14
"Hiawatha, Morrill Public Library",67601,3
"Hiawatha, Morrill Public Library",67735,2
"Hiawatha, Morrill Public Library",67846,1
"Hiawatha, Morrill Public Library",67860,2
"Hiawatha, Morrill Public Library",67951,1
"Hiawatha, Morrill Public Library",68376,1
"Highland Community College",0,16
"Highland Community College",-,15
"Highland Community College",64151,4
"Highland Community College",64504,1
"Highland Community College",64506,1
"Highland Community College",66043,1
"Highland Community College",66087,1
"Highland Community College",66436,3
"Highland Community College",68355,2
"Holton, Beck-Bookman Library",0,32
"Holton, Beck-Bookman Library",66023,6
"Holton, Beck-Bookman Library",66032,2
"Holton, Beck-Bookman Library",66060,2
"Holton, Beck-Bookman Library",66088,7
"Holton, Beck-Bookman Library",66092,4
"Holton, Beck-Bookman Library",66218,3
"Holton, Beck-Bookman Library",66416,115
"Holton, Beck-Bookman Library",66419,46
"Holton, Beck-Bookman Library",66428,8
"Holton, Beck-Bookman Library",66432,11
"Holton, Beck-Bookman Library",66434,7
"Holton, Beck-Bookman Library",66436,1321
"Holton, Beck-Bookman Library",66439,1
"Holton, Beck-Bookman Library",66440,118
"Holton, Beck-Bookman Library",66509,310
"Holton, Beck-Bookman Library",66516,17
"Holton, Beck-Bookman Library",66531,1
"Holton, Beck-Bookman Library",66540,77
"Holton, Beck-Bookman Library",66550,8
"Holton, Beck-Bookman Library",66552,20
"Holton, Beck-Bookman Library",66606,2
"Holton, Beck-Bookman Library",66617,15
"Holton, Beck-Bookman Library",66968,1
"Holton, Beck-Bookman Library",67010,2
"Holton, Beck-Bookman Library",67401,3
"Holton, Beck-Bookman Library",67410,1
"Holton, Beck-Bookman Library",67420,1
"Holton, Beck-Bookman Library",67654,1
"Holton, Beck-Bookman Library",67752,1
"Holton, Beck-Bookman Library",-,1
"Horton Public Library",0,19
"Horton Public Library",66023,4
"Horton Public Library",66025,1
"Horton Public Library",66053,2
"Horton Public Library",66058,8
"Horton Public Library",66075,1
"Horton Public Library",66424,17
"Horton Public Library",66439,106
"Horton Public Library",66440,1
"Horton Public Library",66508,1
"Horton Public Library",66536,2
"Horton Public Library",66846,2
"Horton Public Library",67449,1
"Horton Public Library",-,4
"Lansing Community Library",0,8
"Lansing Community Library",66007,7
"Lansing Community Library",66020,19
"Lansing Community Library",66027,33
"Lansing Community Library",66043,1474
"Lansing Community Library",66048,548
"Lansing Community Library",66062,2
"Lansing Community Library",66067,1
"Lansing Community Library",66071,11
"Lansing Community Library",66086,2
"Lansing Community Library",66109,61
"Lansing Community Library",66210,3
"Lansing Community Library",66226,2
"Lansing Community Library",-,13
"Leavenworth Public Library",0,10
"Leavenworth Public Library",-,14
"Leavenworth Public Library",64079,3
"Leavenworth Public Library",64098,5
"Leavenworth Public Library",66002,14
"Leavenworth Public Library",66007,11
"Leavenworth Public Library",66020,279
"Leavenworth Public Library",66023,3
"Leavenworth Public Library",66026,11
"Leavenworth Public Library",66027,1387
"Leavenworth Public Library",66043,633
"Leavenworth Public Library",66047,1
"Leavenworth Public Library",66048,7956
"Leavenworth Public Library",66054,9
"Leavenworth Public Library",66061,7
"Leavenworth Public Library",66066,3
"Leavenworth Public Library",66086,36
"Leavenworth Public Library",66097,3
"Leavenworth Public Library",66106,2
"Leavenworth Public Library",66109,51
"Leavenworth Public Library",66210,18
"Leavenworth Public Library",66216,5
"Leavenworth Public Library",66218,3
"Leavenworth Public Library",66604,5
"Linwood Community Library",0,1
"Linwood Community Library",66012,28
"Linwood Community Library",66025,13
"Linwood Community Library",66044,64
"Linwood Community Library",66046,5
"Linwood Community Library",66047,20
"Linwood Community Library",66049,9
"Linwood Community Library",66052,589
"Linwood Community Library",66086,1
"Linwood Community Library",66111,5
"Lyndon Carnegie Library",0,29
"Lyndon Carnegie Library",66414,38
"Lyndon Carnegie Library",66451,407
"Lyndon Carnegie Library",66510,29
"Lyndon Carnegie Library",66523,5
"Lyndon Carnegie Library",66528,6
"Lyndon Carnegie Library",66537,23
"Lyndon Carnegie Library",66543,124
"McLouth Public Library",66020,7
"McLouth Public Library",66048,1
"McLouth Public Library",66054,126
"McLouth Public Library",66066,7
"McLouth Public Library",66086,2
"Meriden-Ozawkie Public Library",0,30
"Meriden-Ozawkie Public Library",-,3
"Meriden-Ozawkie Public Library",66066,7
"Meriden-Ozawkie Public Library",66067,1
"Meriden-Ozawkie Public Library",66070,209
"Meriden-Ozawkie Public Library",66073,14
"Meriden-Ozawkie Public Library",66086,5
"Meriden-Ozawkie Public Library",66088,209
"Meriden-Ozawkie Public Library",66409,22
"Meriden-Ozawkie Public Library",66429,12
"Meriden-Ozawkie Public Library",66512,886
"Meriden-Ozawkie Public Library",66542,3
"Meriden-Ozawkie Public Library",66604,73
"Meriden-Ozawkie Public Library",66608,4
"Meriden-Ozawkie Public Library",66614,52
"Meriden-Ozawkie Public Library",66615,127
"Meriden-Ozawkie Public Library",66617,159
"Northeast Kansas Library System",0,6
"Northeast Kansas Library System",66044,18
"Northeast Kansas Library System",66047,6
"Northeast Kansas Library System",66049,34
"Northeast Kansas Library System",66086,1
"Nortonville Public Library",0,25
"Nortonville Public Library",66002,3
"Nortonville Public Library",66060,303
"Nortonville Public Library",66088,29
"Nortonville Public Library",66097,5
"Nortonville Public Library",66419,17
"Osage City Library",0,105
"Osage City Library",-,2
"Osage City Library",66402,35
"Osage City Library",66413,53
"Osage City Library",66451,42
"Osage City Library",66523,1509
"Osage City Library",66537,11
"Osage City Library",66543,41
"Osage City Library",66614,1
"Osage City Library",66830,1
"Osage City Library",66833,4
"Osage City Library",66868,90
"Osawatomie Public Library",0,23
"Osawatomie Public Library",-,14
"Osawatomie Public Library",66026,10
"Osawatomie Public Library",66030,24
"Osawatomie Public Library",66033,4
"Osawatomie Public Library",66040,20
"Osawatomie Public Library",66042,81
"Osawatomie Public Library",66049,9
"Osawatomie Public Library",66053,41
"Osawatomie Public Library",66064,738
"Osawatomie Public Library",66067,13
"Osawatomie Public Library",66071,170
"Osawatomie Public Library",66072,67
"Osawatomie Public Library",66078,1
"Osawatomie Public Library",66079,4
"Osawatomie Public Library",66083,21
"Osawatomie Public Library",66801,1
"Osawatomie Public Library",66846,1
"Osawatomie Public Library",66871,1
"Osawatomie Public Library",67301,7
"Osawatomie Public Library",67401,3
"Osawatomie Public Library",67410,1
"Osawatomie Public Library",67554,1
"Osawatomie Public Library",67737,1
"Oskaloosa Public Library",66050,1
"Oskaloosa Public Library",66054,23
"Oskaloosa Public Library",66060,3
"Oskaloosa Public Library",66066,595
"Oskaloosa Public Library",66070,86
"Oskaloosa Public Library",66073,57
"Oskaloosa Public Library",66088,2
"Oskaloosa Public Library",66097,20
"Ottawa Library",,4
"Ottawa Library",66006,68
"Ottawa Library",66018,7
"Ottawa Library",66032,132
"Ottawa Library",66033,4
"Ottawa Library",66040,8
"Ottawa Library",66042,13
"Ottawa Library",66049,1
"Ottawa Library",66053,5
"Ottawa Library",66064,15
"Ottawa Library",66067,5067
"Ottawa Library",66071,1
"Ottawa Library",66076,451
"Ottawa Library",66078,176
"Ottawa Library",66079,325
"Ottawa Library",66080,47
"Ottawa Library",66092,102
"Ottawa Library",66095,172
"Ottawa Library",66223,1
"Ottawa Library",66427,1
"Ottawa Library",66451,9
"Ottawa Library",66501,2
"Ottawa Library",66510,33
"Ottawa Library",66521,1
"Ottawa Library",66524,13
"Ottawa Library",66528,48
"Ottawa Library",66543,8
"Ottawa Library",66720,2
"Ottawa Library",66783,1
"Ottawa Library",66801,1
"Ottawa Library",66839,1
"Ottawa Library",66860,1
"Ottawa Library",66871,5
"Ottawa Library",67037,1
"Ottawa Library",67062,2
"Ottawa Library",67110,1
"Ottawa Library",67114,1
